source_run,excluded_from_performance,sample_unix_ns,timestamp,gpu_utilization_percent,memory_controller_utilization_percent,vram_used_mib,vram_total_mib,power_w,sm_clock_mhz,memory_clock_mhz
ncu,True,1786540443613851900,2026/08/12 23:14:03.677,0.0,0.0,19495.0,32607.0,45.04,607.0,7001.0
ncu,True,1786540444187260700,2026/08/12 23:14:04.249,0.0,0.0,19495.0,32607.0,33.44,510.0,7001.0
ncu,True,1786540444758225900,2026/08/12 23:14:04.821,0.0,0.0,19495.0,32607.0,30.58,427.0,810.0
ncu,True,1786540445344629500,2026/08/12 23:14:05.408,20.0,6.0,19493.0,32607.0,42.8,645.0,810.0
ncu,True,1786540445931412300,2026/08/12 23:14:05.994,0.0,0.0,19489.0,32607.0,84.33,2655.0,13801.0
ncu,True,1786540446503391600,2026/08/12 23:14:06.567,0.0,0.0,19489.0,32607.0,75.04,2655.0,13801.0
ncu,True,1786540447090373300,2026/08/12 23:14:07.153,0.0,0.0,19489.0,32607.0,67.9,1837.0,7001.0
ncu,True,1786540447675596500,2026/08/12 23:14:07.739,5.0,0.0,19489.0,32607.0,60.14,1012.0,7001.0
ncu,True,1786540448249123800,2026/08/12 23:14:08.312,0.0,0.0,19489.0,32607.0,44.66,667.0,7001.0
ncu,True,1786540448835026100,2026/08/12 23:14:08.898,0.0,0.0,19489.0,32607.0,33.47,577.0,7001.0
ncu,True,1786540449407929700,2026/08/12 23:14:09.471,0.0,0.0,19489.0,32607.0,33.12,502.0,7001.0
ncu,True,1786540449993978400,2026/08/12 23:14:10.057,0.0,0.0,19489.0,32607.0,34.73,825.0,810.0
ncu,True,1786540450580118000,2026/08/12 23:14:10.643,0.0,0.0,19489.0,32607.0,33.95,615.0,810.0
ncu,True,1786540451153282400,2026/08/12 23:14:11.215,0.0,0.0,19489.0,32607.0,25.19,532.0,405.0
ncu,True,1786540451738543200,2026/08/12 23:14:11.801,0.0,0.0,19489.0,32607.0,24.87,450.0,405.0
ncu,True,1786540452324123600,2026/08/12 23:14:12.387,0.0,0.0,19489.0,32607.0,24.53,390.0,405.0
ncu,True,1786540452910879200,2026/08/12 23:14:12.974,0.0,0.0,19489.0,32607.0,54.76,1867.0,13801.0
ncu,True,1786540453484487800,2026/08/12 23:14:13.547,0.0,0.0,19489.0,32607.0,49.05,1867.0,13801.0
ncu,True,1786540454068895500,2026/08/12 23:14:14.132,0.0,0.0,19489.0,32607.0,49.08,1867.0,13801.0
short-window,False,1786539579427097700,2026/08/12 22:59:39.462,0.0,0.0,19359.0,32607.0,25.41,405.0,810.0
short-window,False,1786539579970942400,2026/08/12 22:59:40.002,84.0,37.0,19359.0,32607.0,35.06,367.0,810.0
short-window,False,1786539580510810500,2026/08/12 22:59:40.542,88.0,11.0,19359.0,32607.0,149.46,2857.0,13801.0
short-window,False,1786539581063679100,2026/08/12 22:59:41.095,82.0,10.0,19359.0,32607.0,273.45,2842.0,13801.0
short-window,False,1786539581603505300,2026/08/12 22:59:41.635,83.0,8.0,19359.0,32607.0,323.22,2835.0,13801.0
short-window,False,1786539582141972500,2026/08/12 22:59:42.173,88.0,11.0,19365.0,32607.0,324.62,2865.0,13801.0
short-window,False,1786539582681885500,2026/08/12 22:59:42.713,84.0,9.0,19365.0,32607.0,326.9,2850.0,13801.0
short-window,False,1786539583222833500,2026/08/12 22:59:43.254,81.0,7.0,19365.0,32607.0,331.0,2790.0,13801.0
short-window,False,1786539583777776900,2026/08/12 22:59:43.808,88.0,11.0,19365.0,32607.0,330.91,2820.0,13801.0
short-window,False,1786539584315197300,2026/08/12 22:59:44.347,88.0,11.0,19365.0,32607.0,329.65,2865.0,13801.0
short-window,False,1786539584856637300,2026/08/12 22:59:44.888,76.0,8.0,19365.0,32607.0,332.08,2857.0,13801.0
short-window,False,1786539585410645900,2026/08/12 22:59:45.442,85.0,9.0,19365.0,32607.0,341.97,2782.0,13801.0
short-window,False,1786539585949827900,2026/08/12 22:59:45.981,79.0,5.0,19365.0,32607.0,348.19,2767.0,13801.0
short-window,False,1786539586490745600,2026/08/12 22:59:46.547,88.0,11.0,19359.0,32607.0,340.07,2827.0,13801.0
short-window,False,1786539587078709700,2026/08/12 22:59:47.110,88.0,11.0,19365.0,32607.0,331.94,2865.0,13801.0
short-window,False,1786539587630990400,2026/08/12 22:59:47.662,88.0,11.0,19365.0,32607.0,332.39,2865.0,13801.0
short-window,False,1786539588170551900,2026/08/12 22:59:48.202,85.0,8.0,19365.0,32607.0,338.52,2782.0,13801.0
short-window,False,1786539588710409700,2026/08/12 22:59:48.742,85.0,8.0,19365.0,32607.0,347.17,2782.0,13801.0
short-window,False,1786539589250394000,2026/08/12 22:59:49.282,80.0,4.0,19365.0,32607.0,348.22,2775.0,13801.0
short-window,False,1786539589791228900,2026/08/12 22:59:49.823,79.0,4.0,19366.0,32607.0,336.81,2760.0,13801.0
short-window,False,1786539590344197000,2026/08/12 22:59:50.376,89.0,11.0,19366.0,32607.0,331.31,2835.0,13801.0
short-window,False,1786539590885644600,2026/08/12 22:59:50.917,88.0,11.0,19366.0,32607.0,332.77,2835.0,13801.0
short-window,False,1786539591424613900,2026/08/12 22:59:51.456,89.0,11.0,19366.0,32607.0,333.14,2835.0,13801.0
short-window,False,1786539591963419900,2026/08/12 22:59:51.994,88.0,11.0,19366.0,32607.0,333.57,2835.0,13801.0
short-window,False,1786539592516426800,2026/08/12 22:59:52.548,80.0,9.0,19367.0,32607.0,331.01,2835.0,13801.0
short-window,False,1786539593057327400,2026/08/12 22:59:53.088,84.0,9.0,19367.0,32607.0,342.69,2790.0,13801.0
short-window,False,1786539593596351800,2026/08/12 22:59:53.627,83.0,8.0,19367.0,32607.0,356.92,2782.0,13801.0
short-window,False,1786539594136136100,2026/08/12 22:59:54.168,80.0,3.0,19367.0,32607.0,353.91,2752.0,13801.0
split-control,False,1786539635590462200,2026/08/12 23:00:35.629,0.0,0.0,19359.0,32607.0,30.64,487.0,7001.0
split-control,False,1786539636150682200,2026/08/12 23:00:36.182,19.0,4.0,19359.0,32607.0,33.81,1177.0,7001.0
split-control,False,1786539636704045400,2026/08/12 23:00:36.736,75.0,9.0,19359.0,32607.0,288.24,2865.0,13801.0
split-control,False,1786539637257984500,2026/08/12 23:00:37.289,86.0,8.0,19359.0,32607.0,313.14,2857.0,13801.0
split-control,False,1786539637811869300,2026/08/12 23:00:37.843,84.0,8.0,19359.0,32607.0,317.02,2835.0,13801.0
split-control,False,1786539638364749500,2026/08/12 23:00:38.396,88.0,10.0,19365.0,32607.0,316.71,2872.0,13801.0
split-control,False,1786539638918731600,2026/08/12 23:00:38.950,84.0,8.0,19365.0,32607.0,315.74,2827.0,13801.0
split-control,False,1786539639472600200,2026/08/12 23:00:39.504,79.0,6.0,19365.0,32607.0,321.15,2805.0,13801.0
split-control,False,1786539640024682300,2026/08/12 23:00:40.056,88.0,10.0,19365.0,32607.0,320.6,2865.0,13801.0
split-control,False,1786539640565025400,2026/08/12 23:00:40.597,88.0,10.0,19365.0,32607.0,318.96,2865.0,13801.0
split-control,False,1786539641105838700,2026/08/12 23:00:41.137,83.0,8.0,19365.0,32607.0,322.19,2820.0,13801.0
split-control,False,1786539641661296600,2026/08/12 23:00:41.693,86.0,9.0,19365.0,32607.0,332.69,2797.0,13801.0
split-control,False,1786539642216883700,2026/08/12 23:00:42.247,88.0,10.0,19365.0,32607.0,328.5,2865.0,13801.0
split-control,False,1786539642768331600,2026/08/12 23:00:42.800,89.0,10.0,19359.0,32607.0,322.98,2842.0,13801.0
split-control,False,1786539643307141900,2026/08/12 23:00:43.337,89.0,10.0,19365.0,32607.0,321.21,2835.0,13801.0
split-control,False,1786539643845841200,2026/08/12 23:00:43.877,79.0,8.0,19367.0,32607.0,318.37,2850.0,13801.0
split-control,False,1786539644384872900,2026/08/12 23:00:44.416,85.0,8.0,19367.0,32607.0,328.05,2805.0,13801.0
split-control,False,1786539644938466400,2026/08/12 23:00:44.968,86.0,8.0,19367.0,32607.0,340.5,2805.0,13801.0
split-control,False,1786539645489080100,2026/08/12 23:00:45.520,77.0,4.0,19367.0,32607.0,338.13,2782.0,13801.0
split-control,False,1786539646041692700,2026/08/12 23:00:46.073,78.0,4.0,19367.0,32607.0,327.88,2805.0,13801.0
split-control,False,1786539646579532100,2026/08/12 23:00:46.611,88.0,10.0,19367.0,32607.0,317.71,2850.0,13801.0
split-control,False,1786539647120095300,2026/08/12 23:00:47.152,88.0,10.0,19367.0,32607.0,319.76,2835.0,13801.0
split-control,False,1786539647660254200,2026/08/12 23:00:47.691,88.0,10.0,19362.0,32607.0,321.18,2835.0,13801.0
split-control,False,1786539648198138800,2026/08/12 23:00:48.230,87.0,7.0,19362.0,32607.0,321.65,2835.0,13801.0
split-control,False,1786539648736658300,2026/08/12 23:00:48.768,84.0,8.0,19362.0,32607.0,335.29,2812.0,13801.0
split-control,False,1786539649276395100,2026/08/12 23:00:49.308,88.0,8.0,19362.0,32607.0,347.68,2805.0,13801.0
split-control,False,1786539649816802600,2026/08/12 23:00:49.848,84.0,8.0,19367.0,32607.0,347.53,2812.0,13801.0
split-control,False,1786539650358524900,2026/08/12 23:00:50.390,80.0,3.0,19367.0,32607.0,344.26,2782.0,13801.0
