timestamp, uuid, memory.used [MiB], utilization.gpu [%], power.draw [W]
2026/09/10 10:51:08.898, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.53 W
2026/09/10 10:51:09.098, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.53 W
2026/09/10 10:51:09.298, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.53 W
2026/09/10 10:51:09.498, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.53 W
2026/09/10 10:51:09.698, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.57 W
2026/09/10 10:51:09.898, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.57 W
2026/09/10 10:51:10.099, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.57 W
2026/09/10 10:51:10.299, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.57 W
2026/09/10 10:51:10.499, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.57 W
2026/09/10 10:51:10.699, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.59 W
2026/09/10 10:51:10.899, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.59 W
2026/09/10 10:51:11.099, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.59 W
2026/09/10 10:51:11.300, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.59 W
2026/09/10 10:51:11.500, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.59 W
2026/09/10 10:51:11.700, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.59 W
2026/09/10 10:51:12.179, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.59 W
2026/09/10 10:51:12.380, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.59 W
2026/09/10 10:51:12.580, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.67 W
2026/09/10 10:51:12.780, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.67 W
2026/09/10 10:51:12.980, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.67 W
2026/09/10 10:51:13.180, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.67 W
2026/09/10 10:51:13.381, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.67 W
2026/09/10 10:51:13.581, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.65 W
2026/09/10 10:51:13.781, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.65 W
2026/09/10 10:51:13.981, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.65 W
2026/09/10 10:51:14.181, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.65 W
2026/09/10 10:51:14.381, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.65 W
2026/09/10 10:51:14.582, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.57 W
2026/09/10 10:51:14.782, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.57 W
2026/09/10 10:51:14.982, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.57 W
2026/09/10 10:51:15.182, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.57 W
2026/09/10 10:51:15.382, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.57 W
2026/09/10 10:51:15.583, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:15.783, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:15.983, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:16.183, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:16.383, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:16.583, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.48 W
2026/09/10 10:51:16.784, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.48 W
2026/09/10 10:51:16.984, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.48 W
2026/09/10 10:51:17.184, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.48 W
2026/09/10 10:51:17.384, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.48 W
2026/09/10 10:51:17.585, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:17.785, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:17.985, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:18.185, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:18.385, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:18.585, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:18.786, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:18.986, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:19.186, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:19.386, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:19.586, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:19.787, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:19.987, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:20.187, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:20.387, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:20.587, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.52 W
2026/09/10 10:51:20.787, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.52 W
2026/09/10 10:51:20.988, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.52 W
2026/09/10 10:51:21.188, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.52 W
2026/09/10 10:51:21.388, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.52 W
2026/09/10 10:51:21.588, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.47 W
2026/09/10 10:51:21.788, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.47 W
2026/09/10 10:51:21.989, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.47 W
2026/09/10 10:51:22.189, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.47 W
2026/09/10 10:51:22.389, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.47 W
2026/09/10 10:51:22.589, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:22.789, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:22.990, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:23.190, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:23.390, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:23.590, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.48 W
2026/09/10 10:51:23.790, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.48 W
2026/09/10 10:51:23.990, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.48 W
2026/09/10 10:51:24.191, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.48 W
2026/09/10 10:51:24.391, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.48 W
2026/09/10 10:51:24.591, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:24.791, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:24.991, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:25.192, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:25.392, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:25.592, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:25.792, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:25.992, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:26.192, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:26.393, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:26.593, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.43 W
2026/09/10 10:51:26.793, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.43 W
2026/09/10 10:51:26.993, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.43 W
2026/09/10 10:51:27.193, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.43 W
2026/09/10 10:51:27.394, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.43 W
2026/09/10 10:51:27.594, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.40 W
2026/09/10 10:51:27.794, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.40 W
2026/09/10 10:51:27.994, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.40 W
2026/09/10 10:51:28.194, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.40 W
2026/09/10 10:51:28.394, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.40 W
2026/09/10 10:51:28.595, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:28.795, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:28.995, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:29.195, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:29.395, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:29.596, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:29.796, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:29.996, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:30.196, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:30.396, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:30.597, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:30.797, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:30.997, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:31.197, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:31.397, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.49 W
2026/09/10 10:51:31.597, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.52 W
2026/09/10 10:51:31.798, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.52 W
2026/09/10 10:51:31.998, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.52 W
2026/09/10 10:51:32.198, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.52 W
2026/09/10 10:51:32.398, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.52 W
2026/09/10 10:51:32.598, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.54 W
2026/09/10 10:51:32.799, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.54 W
2026/09/10 10:51:32.999, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.54 W
2026/09/10 10:51:33.199, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.54 W
2026/09/10 10:51:33.399, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.54 W
2026/09/10 10:51:33.599, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.51 W
2026/09/10 10:51:33.799, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.51 W
2026/09/10 10:51:34.000, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.51 W
2026/09/10 10:51:34.200, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.51 W
2026/09/10 10:51:34.400, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.51 W
2026/09/10 10:51:34.600, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.53 W
2026/09/10 10:51:34.800, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.53 W
2026/09/10 10:51:35.001, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.53 W
2026/09/10 10:51:35.201, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.53 W
2026/09/10 10:51:35.401, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.53 W
2026/09/10 10:51:35.601, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.56 W
2026/09/10 10:51:35.801, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.56 W
2026/09/10 10:51:36.001, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.56 W
2026/09/10 10:51:36.202, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.56 W
2026/09/10 10:51:36.402, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.56 W
2026/09/10 10:51:36.602, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.56 W
2026/09/10 10:51:36.802, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.56 W
2026/09/10 10:51:37.002, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.56 W
2026/09/10 10:51:37.203, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.56 W
2026/09/10 10:51:37.403, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.56 W
2026/09/10 10:51:37.603, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:37.803, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:38.003, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:38.203, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:38.404, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.55 W
2026/09/10 10:51:38.604, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.54 W
2026/09/10 10:51:38.804, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.54 W
2026/09/10 10:51:39.004, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.54 W
2026/09/10 10:51:39.204, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.54 W
2026/09/10 10:51:39.405, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.54 W
2026/09/10 10:51:39.605, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.51 W
2026/09/10 10:51:39.805, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.51 W
2026/09/10 10:51:40.005, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.51 W
2026/09/10 10:51:40.205, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.51 W
2026/09/10 10:51:40.406, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.51 W
2026/09/10 10:51:40.606, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:40.812, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:41.012, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:41.212, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:41.412, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:41.613, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.39 W
2026/09/10 10:51:41.813, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.39 W
2026/09/10 10:51:42.013, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.39 W
2026/09/10 10:51:42.213, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.39 W
2026/09/10 10:51:42.413, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.39 W
2026/09/10 10:51:42.613, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.38 W
2026/09/10 10:51:42.814, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.38 W
2026/09/10 10:51:43.014, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.38 W
2026/09/10 10:51:43.214, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.38 W
2026/09/10 10:51:43.414, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.38 W
2026/09/10 10:51:43.614, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.43 W
2026/09/10 10:51:43.815, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.43 W
2026/09/10 10:51:44.015, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.43 W
2026/09/10 10:51:44.215, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.43 W
2026/09/10 10:51:44.415, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.43 W
2026/09/10 10:51:44.615, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:44.815, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:45.016, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:45.216, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:45.416, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.46 W
2026/09/10 10:51:45.616, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.47 W
2026/09/10 10:51:45.816, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.47 W
2026/09/10 10:51:46.017, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.47 W
2026/09/10 10:51:46.217, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.47 W
2026/09/10 10:51:46.417, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.47 W
2026/09/10 10:51:46.617, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.51 W
2026/09/10 10:51:46.817, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.51 W
2026/09/10 10:51:47.017, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.51 W
2026/09/10 10:51:47.218, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.51 W
2026/09/10 10:51:47.418, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.51 W
2026/09/10 10:51:47.618, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.47 W
2026/09/10 10:51:47.818, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.47 W
2026/09/10 10:51:48.018, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.47 W
2026/09/10 10:51:48.218, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.47 W
2026/09/10 10:51:48.419, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.47 W
2026/09/10 10:51:48.619, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.37 W
2026/09/10 10:51:48.819, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.37 W
2026/09/10 10:51:49.019, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.37 W
2026/09/10 10:51:49.219, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.37 W
2026/09/10 10:51:49.420, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.37 W
2026/09/10 10:51:49.620, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.38 W
2026/09/10 10:51:49.820, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.38 W
2026/09/10 10:51:50.020, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.38 W
2026/09/10 10:51:50.220, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.38 W
2026/09/10 10:51:50.420, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.38 W
2026/09/10 10:51:50.621, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.40 W
2026/09/10 10:51:50.821, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.40 W
2026/09/10 10:51:51.021, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.40 W
2026/09/10 10:51:51.221, GPU-13cdb39c-61f8-2692-cbcc-e5c206ed6829, 243 MiB, 0 %, 19.40 W
