microcell_id,layer_start,layer_end_exclusive,chunk_rows,service_p50_ms,cuda_p50_ms,host_overhead_p50_ms,resident_bytes,resident_gib,bottleneck_operator,phase_ms,evidence_class
7,56,64,4,148.04330553112072,139.64000002306497,8.403305508055752,146196660224,136.15625,routed_expert_compute,"{""attention_and_pre_moe"":27.904542945552976,""boundary_d2h"":8.053862067786348,""boundary_h2d"":2.2174092522322026,""expert_collection"":0.8189656091303178,""expert_dispatch"":0.6101784684655033,""latent_down"":4.021016173997871,""latent_up"":3.5718487392833227,""residual"":2.0244516493501425,""routed_expert_compute"":67.9268582039311,""router"":11.345786320895954,""scatter_reduction"":3.611719095945953,""shared_expert"":15.936667004549035}","PHYSICAL real-K3 representative layer composition, globally anchored to immutable E016/E017 serial compute"
7,56,64,8,225.29999705433676,206.46780443180032,18.832192622536446,146196660224,136.15625,routed_expert_compute,"{""attention_and_pre_moe"":52.16570218762849,""boundary_d2h"":12.573496527202261,""boundary_h2d"":3.6430263595905368,""expert_collection"":0.5793271421385207,""expert_dispatch"":0.4846296752392349,""latent_down"":6.02068372494443,""latent_up"":5.818040828861873,""residual"":3.503084824673974,""routed_expert_compute"":96.90849930049048,""router"":10.585713066095966,""scatter_reduction"":6.251547065235577,""shared_expert"":26.76624635223542}","PHYSICAL real-K3 representative layer composition, globally anchored to immutable E016/E017 serial compute"
8,64,72,1,72.38827106661778,68.25679741624634,4.131473650371449,146196660224,136.15625,routed_expert_compute,"{""attention_and_pre_moe"":20.979733641927105,""boundary_d2h"":2.92722885916208,""boundary_h2d"":0.840365012542897,""expert_collection"":0.540902347380137,""expert_dispatch"":0.7733198043399776,""latent_down"":2.1626958950349056,""latent_up"":1.4699446909371898,""residual"":0.5201065716373813,""routed_expert_compute"":23.606113688818528,""router"":11.071247815099849,""scatter_reduction"":1.1995498770465645,""shared_expert"":6.297062862691174}","PHYSICAL real-K3 representative layer composition, globally anchored to immutable E016/E017 serial compute"
8,64,72,2,98.95123061181637,93.31651789882201,5.634712712994371,146196660224,136.15625,routed_expert_compute,"{""attention_and_pre_moe"":18.88065031904509,""boundary_d2h"":5.033573243757056,""boundary_h2d"":1.272038929778146,""expert_collection"":0.750596561857701,""expert_dispatch"":0.810258134063101,""latent_down"":2.6460933595377054,""latent_up"":2.0619904097459107,""residual"":1.2440488796814624,""routed_expert_compute"":44.54874306247759,""router"":10.718025983062969,""scatter_reduction"":2.134191699190961,""shared_expert"":8.851020029618677}","PHYSICAL real-K3 representative layer composition, globally anchored to immutable E016/E017 serial compute"
8,64,72,4,148.6258420189837,140.12530104838677,8.50054097059691,146196660224,136.15625,routed_expert_compute,"{""attention_and_pre_moe"":27.795838668786057,""boundary_d2h"":8.571222981767269,""boundary_h2d"":2.0661130406301833,""expert_collection"":0.5863286708837682,""expert_dispatch"":0.8352621446969942,""latent_down"":3.979044361887248,""latent_up"":3.517435032819734,""residual"":2.010090976686802,""routed_expert_compute"":68.93012210673756,""router"":11.214884829662507,""scatter_reduction"":3.3718661208399525,""shared_expert"":15.747633083585596}","PHYSICAL real-K3 representative layer composition, globally anchored to immutable E016/E017 serial compute"
8,64,72,8,226.1637661094601,206.0340098091506,20.129756300309506,146196660224,136.15625,routed_expert_compute,"{""attention_and_pre_moe"":52.152947291461395,""boundary_d2h"":12.664354807755883,""boundary_h2d"":3.8314423481504805,""expert_collection"":0.6429723282495011,""expert_dispatch"":0.550419647944905,""latent_down"":6.067320646809055,""latent_up"":5.856820255545566,""residual"":3.4508500930405233,""routed_expert_compute"":96.79061348795761,""router"":10.794049978024308,""scatter_reduction"":6.434111612431436,""shared_expert"":26.927863612089435}","PHYSICAL real-K3 representative layer composition, globally anchored to immutable E016/E017 serial compute"
9,72,80,1,119.14259886722485,114.67601036852986,4.466588498694981,146196660224,136.15625,routed_expert_compute,"{""attention_and_pre_moe"":30.208580712537977,""boundary_d2h"":5.087412905798883,""boundary_h2d"":1.3281296020848459,""expert_collection"":1.0069305593875688,""expert_dispatch"":1.0840561486039813,""latent_down"":3.6846006319182405,""latent_up"":2.5357636252933653,""residual"":1.259245519546802,""routed_expert_compute"":41.13307584116163,""router"":18.925325349823403,""scatter_reduction"":2.3370669614062227,""shared_expert"":10.55241100966192}","PHYSICAL real-K3 representative layer composition, globally anchored to immutable E016/E017 serial compute"
9,72,80,2,99.59234861698512,94.01187295212179,5.580475664863318,146196660224,136.15625,routed_expert_compute,"{""attention_and_pre_moe"":18.7611208235131,""boundary_d2h"":4.896215374083928,""boundary_h2d"":1.304455984606072,""expert_collection"":0.8340151722075643,""expert_dispatch"":0.7384122991460088,""latent_down"":2.6373267892804257,""latent_up"":2.06302965317129,""residual"":1.163773147296176,""routed_expert_compute"":45.45278371315433,""router"":10.769027973975717,""scatter_reduction"":2.1284239851287667,""shared_expert"":8.84376370142173}","PHYSICAL real-K3 representative layer composition, globally anchored to immutable E016/E017 serial compute"
9,72,80,4,147.7994373377092,139.7843292298169,8.015108107892297,146196660224,136.15625,routed_expert_compute,"{""attention_and_pre_moe"":27.645306044258206,""boundary_d2h"":7.653508745360623,""boundary_h2d"":1.8483005757786268,""expert_collection"":0.6748366304216179,""expert_dispatch"":0.7565612783738924,""latent_down"":4.009725579858862,""latent_up"":3.528286294561243,""residual"":1.8802431276403908,""routed_expert_compute"":69.04216384622914,""router"":11.482618069413935,""scatter_reduction"":3.491520229043471,""shared_expert"":15.786366916769207}","PHYSICAL real-K3 representative layer composition, globally anchored to immutable E016/E017 serial compute"
9,72,80,8,221.45405777716093,201.6202166639959,19.83384111316499,146196660224,136.15625,routed_expert_compute,"{""attention_and_pre_moe"":51.292272539463326,""boundary_d2h"":12.921484483029296,""boundary_h2d"":3.981762206793117,""expert_collection"":0.7446929560058815,""expert_dispatch"":0.5032036941560806,""latent_down"":6.000766584155187,""latent_up"":5.786006262021578,""residual"":3.338277841728586,""routed_expert_compute"":93.26492043472787,""router"":10.647855431680693,""scatter_reduction"":6.420145225134083,""shared_expert"":26.552670118265254}","PHYSICAL real-K3 representative layer composition, globally anchored to immutable E016/E017 serial compute"
10,80,88,1,73.1397977299665,68.51544286636519,4.624354863601314,146209243136,136.16796875,routed_expert_compute,"{""attention_and_pre_moe"":20.82160161664016,""boundary_d2h"":3.2773633860446862,""boundary_h2d"":0.7248315725623932,""expert_collection"":0.6850045329410327,""expert_dispatch"":0.7183983499283549,""latent_down"":2.1870468149064624,""latent_up"":1.4839371555480083,""residual"":0.8446032887728339,""routed_expert_compute"":23.59928681068379,""router"":11.294261184034877,""scatter_reduction"":1.1503370844260132,""shared_expert"":6.353125933477899}","PHYSICAL real-K3 representative layer composition, globally anchored to immutable E016/E017 serial compute"
10,80,88,2,100.06873338514824,93.96260820084319,6.106125184305039,146209243136,136.16796875,routed_expert_compute,"{""attention_and_pre_moe"":18.46686732574206,""boundary_d2h"":5.60799439401533,""boundary_h2d"":1.3740149052346706,""expert_collection"":0.8139741480328888,""expert_dispatch"":0.8306359320180864,""latent_down"":2.5907813301829896,""latent_up"":2.1242268225121093,""residual"":1.4348867738969253,""routed_expert_compute"":44.92105944101189,""router"":10.877705171935066,""scatter_reduction"":2.116096374610055,""shared_expert"":8.910490765956169}","PHYSICAL real-K3 representative layer composition, globally anchored to immutable E016/E017 serial compute"
10,80,88,4,152.3595248582785,141.38961987445754,10.969904983820927,146209243136,136.16796875,routed_expert_compute,"{""attention_and_pre_moe"":27.735086001596457,""boundary_d2h"":10.040475223972821,""boundary_h2d"":2.6533537522367423,""expert_collection"":0.9173220341984661,""expert_dispatch"":0.8473425324498535,""latent_down"":4.045562566341671,""latent_up"":3.8386550591374,""residual"":2.4099442226579675,""routed_expert_compute"":67.53939333665379,""router"":11.745524052180041,""scatter_reduction"":4.420531972195865,""shared_expert"":16.166334104657395}","PHYSICAL real-K3 representative layer composition, globally anchored to immutable E016/E017 serial compute"
10,80,88,8,221.69393763144254,198.66922094886698,23.024716682575562,146209243136,136.16796875,routed_expert_compute,"{""attention_and_pre_moe"":50.55535362684856,""boundary_d2h"":15.410175686674181,""boundary_h2d"":4.232764044585527,""expert_collection"":0.8486443253872414,""expert_dispatch"":0.8648214558271613,""latent_down"":6.057859314813941,""latent_up"":6.008755968685256,""residual"":3.9779115420849602,""routed_expert_compute"":87.13421026875989,""router"":11.527133003553402,""scatter_reduction"":7.988104669086774,""shared_expert"":27.088203725135642}","PHYSICAL real-K3 representative layer composition, globally anchored to immutable E016/E017 serial compute"
11,88,93,1,46.74102157785829,40.34798677347707,6.39303480438122,92522807296,86.1685791015625,routed_expert_compute,"{""attention_and_pre_moe"":11.705652623995652,""boundary_d2h"":2.010456310415819,""boundary_h2d"":0.47262820861805294,""endpoint_lm_head"":3.564968008843918,""expert_collection"":0.3470430390062953,""expert_dispatch"":0.444295156836583,""latent_down"":1.3410449611043287,""latent_up"":0.8869925034201404,""residual"":0.48262654863424437,""routed_expert_compute"":14.339663155484775,""router"":6.67432651561259,""scatter_reduction"":0.7297244273294222,""shared_expert"":3.7416001185564673}","PHYSICAL real-K3 representative layer composition, globally anchored to immutable E016/E017 serial compute"
