profile,algorithm,participants,steps,payload_per_step_bytes,aggregate_wire_bytes,base_network_latency_ms,serialization_ms,software_overhead_ms,completion_time_ms
residential_wan,ring_allreduce,16,30,16,480,300.0,0.0384,0.6149999999999999,300.65340000000003
residential_wan,binary_tree_reduce,16,4,14336,215040,40.0,4.58752,0.09880000000000001,44.686319999999995
residential_wan,binary_tree_allreduce,16,8,14336,430080,80.0,9.17504,0.19760000000000003,89.37263999999999
residential_wan,recursive_doubling,16,4,14336,917504,40.0,4.58752,0.09880000000000001,44.686319999999995
residential_wan,ring_allreduce,16,30,14336,430080,300.0,34.4064,0.7410000000000001,335.1474
residential_wan,binary_tree_reduce,16,4,28672,430080,40.0,9.17504,0.1192,49.294239999999995
residential_wan,binary_tree_allreduce,16,8,28672,860160,80.0,18.35008,0.2384,98.58847999999999
residential_wan,recursive_doubling,16,4,28672,1835008,40.0,9.17504,0.1192,49.294239999999995
residential_wan,ring_allreduce,16,30,28672,860160,300.0,68.8128,0.894,369.7068
residential_wan,binary_tree_reduce,16,4,57344,860160,40.0,18.35008,0.158,58.50808
residential_wan,binary_tree_allreduce,16,8,57344,1720320,80.0,36.70016,0.316,117.01616
residential_wan,recursive_doubling,16,4,57344,3670016,40.0,18.35008,0.158,58.50808
residential_wan,ring_allreduce,16,30,57344,1720320,300.0,137.6256,1.185,438.81059999999997
residential_wan,binary_tree_reduce,16,4,114688,1720320,40.0,36.70016,0.2342,76.93436
residential_wan,binary_tree_allreduce,16,8,114688,3440640,80.0,73.40032,0.4684,153.86872
residential_wan,recursive_doubling,16,4,114688,7340032,40.0,36.70016,0.2342,76.93436
residential_wan,ring_allreduce,16,30,114688,3440640,300.0,275.2512,1.7565,577.0076999999999
residential_wan,binary_tree_reduce,32,5,16,496,50.0,0.0064,0.10249999999999998,50.1089
residential_wan,binary_tree_allreduce,32,10,16,992,100.0,0.0128,0.20499999999999996,100.2178
residential_wan,recursive_doubling,32,5,16,2560,50.0,0.0064,0.10249999999999998,50.1089
residential_wan,ring_allreduce,32,62,16,992,620.0,0.07936,1.271,621.3503599999999
residential_wan,binary_tree_reduce,32,5,14336,444416,50.0,5.7344,0.12350000000000001,55.8579
residential_wan,binary_tree_allreduce,32,10,14336,888832,100.0,11.4688,0.24700000000000003,111.7158
residential_wan,recursive_doubling,32,5,14336,2293760,50.0,5.7344,0.12350000000000001,55.8579
residential_wan,ring_allreduce,32,62,14336,888832,620.0,71.10656,1.5314,692.6379599999999
residential_wan,binary_tree_reduce,32,5,28672,888832,50.0,11.4688,0.149,61.6178
residential_wan,binary_tree_allreduce,32,10,28672,1777664,100.0,22.9376,0.298,123.2356
residential_wan,recursive_doubling,32,5,28672,4587520,50.0,11.4688,0.149,61.6178
residential_wan,ring_allreduce,32,62,28672,1777664,620.0,142.21312,1.8476,764.06072
residential_wan,binary_tree_reduce,32,5,57344,1777664,50.0,22.9376,0.1975,73.13510000000001
residential_wan,binary_tree_allreduce,32,10,57344,3555328,100.0,45.8752,0.395,146.27020000000002
residential_wan,recursive_doubling,32,5,57344,9175040,50.0,22.9376,0.1975,73.13510000000001
residential_wan,ring_allreduce,32,62,57344,3555328,620.0,284.42624,2.449,906.87524
residential_wan,binary_tree_reduce,32,5,114688,3555328,50.0,45.8752,0.29275,96.16795
residential_wan,binary_tree_allreduce,32,10,114688,7110656,100.0,91.7504,0.5855,192.3359
residential_wan,recursive_doubling,32,5,114688,18350080,50.0,45.8752,0.29275,96.16795
residential_wan,ring_allreduce,32,62,114688,7110656,620.0,568.85248,3.6300999999999997,1192.48258
