layer,worker_id,operator,duration_ms,runtime_weight_bytes,evidence_class
7,latent-down.layer-7.worker-06,latent_down_projection_stripe,0.0927,1806336,PHYSICAL_SHARD_EXECUTION
7,latent-down.layer-7.worker-07,latent_down_projection_stripe,0.069,1806336,PHYSICAL_SHARD_EXECUTION
7,layer-07.expert-bank.worker-00,grouped_expert_stripe_bank_top16,1.4887,35094528,PHYSICAL_SHARD_EXECUTION
7,layer-07.expert-bank.worker-01,grouped_expert_stripe_bank_top16,0.5586,35094528,PHYSICAL_SHARD_EXECUTION
7,layer-07.expert-bank.worker-02,grouped_expert_stripe_bank_top16,0.5448,35094528,PHYSICAL_SHARD_EXECUTION
7,layer-07.expert-bank.worker-03,grouped_expert_stripe_bank_top16,0.5608,35094528,PHYSICAL_SHARD_EXECUTION
7,layer-07.expert-bank.worker-04,grouped_expert_stripe_bank_top16,0.5401,35094528,PHYSICAL_SHARD_EXECUTION
7,layer-07.expert-bank.worker-05,grouped_expert_stripe_bank_top16,0.4799,35094528,PHYSICAL_SHARD_EXECUTION
7,layer-07.expert-bank.worker-06,grouped_expert_stripe_bank_top16,0.5276,35094528,PHYSICAL_SHARD_EXECUTION
7,layer-07.expert-bank.worker-07,grouped_expert_stripe_bank_top16,0.4702,35094528,PHYSICAL_SHARD_EXECUTION
7,layer-7.latent_up_projection_stripe.worker-00,latent_up_projection_stripe,0.0723,1806336,PHYSICAL_SHARD_EXECUTION
7,layer-7.latent_up_projection_stripe.worker-01,latent_up_projection_stripe,0.0651,1806336,PHYSICAL_SHARD_EXECUTION
7,layer-7.latent_up_projection_stripe.worker-02,latent_up_projection_stripe,0.0617,1806336,PHYSICAL_SHARD_EXECUTION
7,layer-7.latent_up_projection_stripe.worker-03,latent_up_projection_stripe,0.0883,1806336,PHYSICAL_SHARD_EXECUTION
7,layer-7.latent_up_projection_stripe.worker-04,latent_up_projection_stripe,0.0618,1806336,PHYSICAL_SHARD_EXECUTION
7,layer-7.latent_up_projection_stripe.worker-05,latent_up_projection_stripe,0.0632,1806336,PHYSICAL_SHARD_EXECUTION
7,layer-7.latent_up_projection_stripe.worker-06,latent_up_projection_stripe,0.0598,1806336,PHYSICAL_SHARD_EXECUTION
7,layer-7.latent_up_projection_stripe.worker-07,latent_up_projection_stripe,0.0574,1806336,PHYSICAL_SHARD_EXECUTION
7,layer-07.shared_expert_stripe.worker-00,shared_expert_stripe,0.1911,9289728,PHYSICAL_SHARD_EXECUTION
7,layer-07.shared_expert_stripe.worker-01,shared_expert_stripe,0.2603,9289728,PHYSICAL_SHARD_EXECUTION
7,layer-07.shared_expert_stripe.worker-02,shared_expert_stripe,0.2214,9289728,PHYSICAL_SHARD_EXECUTION
7,layer-07.shared_expert_stripe.worker-03,shared_expert_stripe,0.1992,9289728,PHYSICAL_SHARD_EXECUTION
7,layer-07.shared_expert_stripe.worker-04,shared_expert_stripe,0.258,9289728,PHYSICAL_SHARD_EXECUTION
7,layer-07.shared_expert_stripe.worker-05,shared_expert_stripe,0.2248,9289728,PHYSICAL_SHARD_EXECUTION
7,layer-07.shared_expert_stripe.worker-06,shared_expert_stripe,0.1805,9289728,PHYSICAL_SHARD_EXECUTION
7,layer-07.shared_expert_stripe.worker-07,shared_expert_stripe,0.1869,9289728,PHYSICAL_SHARD_EXECUTION
8,kda.layer-8.p8.worker-00,KDA_attention_stripe,0.547,32102448,PHYSICAL_SHARD_EXECUTION
8,kda.layer-8.p8.worker-01,KDA_attention_stripe,0.5518,32102448,PHYSICAL_SHARD_EXECUTION
8,kda.layer-8.p8.worker-02,KDA_attention_stripe,0.5455,32102448,PHYSICAL_SHARD_EXECUTION
8,kda.layer-8.p8.worker-03,KDA_attention_stripe,0.5434,32102448,PHYSICAL_SHARD_EXECUTION
8,kda.layer-8.p8.worker-04,KDA_attention_stripe,0.5519,32102448,PHYSICAL_SHARD_EXECUTION
8,kda.layer-8.p8.worker-05,KDA_attention_stripe,0.5443,32102448,PHYSICAL_SHARD_EXECUTION
8,kda.layer-8.p8.worker-06,KDA_attention_stripe,0.5384,32102448,PHYSICAL_SHARD_EXECUTION
8,kda.layer-8.p8.worker-07,KDA_attention_stripe,0.8819,32102448,PHYSICAL_SHARD_EXECUTION
8,layer-08.attnres-worker,attention_attnres_mix,0.2843,0,PHYSICAL_SHARD_EXECUTION
8,kda.layer-8.p8.worker-00,KDA_attention_stripe,0.547,32102448,PHYSICAL_SHARD_EXECUTION
8,kda.layer-8.p8.worker-01,KDA_attention_stripe,0.5518,32102448,PHYSICAL_SHARD_EXECUTION
8,kda.layer-8.p8.worker-02,KDA_attention_stripe,0.5455,32102448,PHYSICAL_SHARD_EXECUTION
8,kda.layer-8.p8.worker-03,KDA_attention_stripe,0.5434,32102448,PHYSICAL_SHARD_EXECUTION
8,kda.layer-8.p8.worker-04,KDA_attention_stripe,0.5519,32102448,PHYSICAL_SHARD_EXECUTION
8,kda.layer-8.p8.worker-05,KDA_attention_stripe,0.5443,32102448,PHYSICAL_SHARD_EXECUTION
8,kda.layer-8.p8.worker-06,KDA_attention_stripe,0.5384,32102448,PHYSICAL_SHARD_EXECUTION
8,kda.layer-8.p8.worker-07,KDA_attention_stripe,0.8819,32102448,PHYSICAL_SHARD_EXECUTION
8,layer-08.attnres-worker,mlp_attnres_mix,0.4032,0,PHYSICAL_SHARD_EXECUTION
8,layer-08.router-worker,router,14.5097,0,PHYSICAL_SHARD_EXECUTION
8,latent-down.layer-8.worker-00,latent_down_projection_stripe,0.0624,1806336,PHYSICAL_SHARD_EXECUTION
8,latent-down.layer-8.worker-01,latent_down_projection_stripe,0.0581,1806336,PHYSICAL_SHARD_EXECUTION
8,latent-down.layer-8.worker-02,latent_down_projection_stripe,0.061,1806336,PHYSICAL_SHARD_EXECUTION
8,latent-down.layer-8.worker-03,latent_down_projection_stripe,0.0602,1806336,PHYSICAL_SHARD_EXECUTION
8,latent-down.layer-8.worker-04,latent_down_projection_stripe,0.0589,1806336,PHYSICAL_SHARD_EXECUTION
8,latent-down.layer-8.worker-05,latent_down_projection_stripe,0.0578,1806336,PHYSICAL_SHARD_EXECUTION
8,latent-down.layer-8.worker-06,latent_down_projection_stripe,0.0613,1806336,PHYSICAL_SHARD_EXECUTION
8,latent-down.layer-8.worker-07,latent_down_projection_stripe,0.0582,1806336,PHYSICAL_SHARD_EXECUTION
8,layer-08.expert-bank.worker-00,grouped_expert_stripe_bank_top16,1.455,35094528,PHYSICAL_SHARD_EXECUTION
8,layer-08.expert-bank.worker-01,grouped_expert_stripe_bank_top16,0.5829,35094528,PHYSICAL_SHARD_EXECUTION
8,layer-08.expert-bank.worker-02,grouped_expert_stripe_bank_top16,0.5577,35094528,PHYSICAL_SHARD_EXECUTION
8,layer-08.expert-bank.worker-03,grouped_expert_stripe_bank_top16,0.5051,35094528,PHYSICAL_SHARD_EXECUTION
8,layer-08.expert-bank.worker-04,grouped_expert_stripe_bank_top16,0.5602,35094528,PHYSICAL_SHARD_EXECUTION
8,layer-08.expert-bank.worker-05,grouped_expert_stripe_bank_top16,0.5223,35094528,PHYSICAL_SHARD_EXECUTION
8,layer-08.expert-bank.worker-06,grouped_expert_stripe_bank_top16,0.5175,35094528,PHYSICAL_SHARD_EXECUTION
8,layer-08.expert-bank.worker-07,grouped_expert_stripe_bank_top16,0.4754,35094528,PHYSICAL_SHARD_EXECUTION
8,layer-8.latent_up_projection_stripe.worker-00,latent_up_projection_stripe,0.0651,1806336,PHYSICAL_SHARD_EXECUTION
8,layer-8.latent_up_projection_stripe.worker-01,latent_up_projection_stripe,0.0649,1806336,PHYSICAL_SHARD_EXECUTION
8,layer-8.latent_up_projection_stripe.worker-02,latent_up_projection_stripe,0.0636,1806336,PHYSICAL_SHARD_EXECUTION
8,layer-8.latent_up_projection_stripe.worker-03,latent_up_projection_stripe,0.0636,1806336,PHYSICAL_SHARD_EXECUTION
8,layer-8.latent_up_projection_stripe.worker-04,latent_up_projection_stripe,0.065,1806336,PHYSICAL_SHARD_EXECUTION
8,layer-8.latent_up_projection_stripe.worker-05,latent_up_projection_stripe,0.0629,1806336,PHYSICAL_SHARD_EXECUTION
8,layer-8.latent_up_projection_stripe.worker-06,latent_up_projection_stripe,0.0616,1806336,PHYSICAL_SHARD_EXECUTION
8,layer-8.latent_up_projection_stripe.worker-07,latent_up_projection_stripe,0.0629,1806336,PHYSICAL_SHARD_EXECUTION
8,layer-08.shared_expert_stripe.worker-00,shared_expert_stripe,0.2107,9289728,PHYSICAL_SHARD_EXECUTION
8,layer-08.shared_expert_stripe.worker-01,shared_expert_stripe,0.1887,9289728,PHYSICAL_SHARD_EXECUTION
8,layer-08.shared_expert_stripe.worker-02,shared_expert_stripe,0.2102,9289728,PHYSICAL_SHARD_EXECUTION
8,layer-08.shared_expert_stripe.worker-03,shared_expert_stripe,0.1899,9289728,PHYSICAL_SHARD_EXECUTION
8,layer-08.shared_expert_stripe.worker-04,shared_expert_stripe,0.1861,9289728,PHYSICAL_SHARD_EXECUTION
8,layer-08.shared_expert_stripe.worker-05,shared_expert_stripe,0.1881,9289728,PHYSICAL_SHARD_EXECUTION
8,layer-08.shared_expert_stripe.worker-06,shared_expert_stripe,0.1826,9289728,PHYSICAL_SHARD_EXECUTION
8,layer-08.shared_expert_stripe.worker-07,shared_expert_stripe,0.2318,9289728,PHYSICAL_SHARD_EXECUTION
