degree,rows,operator,worker_id,stripe_index,checkpoint_bytes,runtime_weight_bytes,wall_p50_ms,cuda_p50_ms,host_overhead_p50_ms
8,4,dense_mlp,layer-00.dense_mlp_stripe.worker-07,7,181665792,51093504,0.6828,0.6627839803695679,0.015528000736236613
8,4,latent_down,layer-89.latent_down_projection_stripe.worker-00,0,6422528,1806336,0.0605,0.04585599899291992,0.014644001007080076
8,4,latent_down,layer-89.latent_down_projection_stripe.worker-01,1,6422528,1806336,0.0611,0.043327998369932175,0.014891998326778413
8,4,latent_down,layer-89.latent_down_projection_stripe.worker-02,2,6422528,1806336,0.0621,0.0453759990632534,0.014960000848770139
8,4,latent_down,layer-89.latent_down_projection_stripe.worker-03,3,6422528,1806336,0.0662,0.050335999578237534,0.014135998439788813
8,4,latent_down,layer-89.latent_down_projection_stripe.worker-04,4,6422528,1806336,0.0786,0.05721599981188774,0.02141600043177605
8,4,latent_down,layer-89.latent_down_projection_stripe.worker-05,5,6422528,1806336,0.0584,0.044863998889923096,0.013536001110076905
8,4,latent_down,layer-89.latent_down_projection_stripe.worker-06,6,6422528,1806336,0.0796,0.05750399827957153,0.01888800051212311
8,4,latent_down,layer-89.latent_down_projection_stripe.worker-07,7,6422528,1806336,0.0822,0.05190400034189224,0.021112000507116313
8,4,latent_up,layer-89.latent_up_projection_stripe.worker-00,0,6422528,1806336,0.0916,0.07945600152015686,0.01491199823617935
8,4,latent_up,layer-89.latent_up_projection_stripe.worker-01,1,6422528,1806336,0.0958,0.08051200211048126,0.015287997889518734
8,4,latent_up,layer-89.latent_up_projection_stripe.worker-02,2,6422528,1806336,0.0905,0.07737600058317184,0.012887997841835017
8,4,latent_up,layer-89.latent_up_projection_stripe.worker-03,3,6422528,1806336,0.0856,0.07360000163316727,0.012464002227783197
8,4,latent_up,layer-89.latent_up_projection_stripe.worker-04,4,6422528,1806336,0.0875,0.07430399954319,0.013196000456809992
8,4,latent_up,layer-89.latent_up_projection_stripe.worker-05,5,6422528,1806336,0.0903,0.07737600058317184,0.01292399941682816
8,4,latent_up,layer-89.latent_up_projection_stripe.worker-06,6,6422528,1806336,0.1322,0.1072319969534874,0.024968003046512616
8,4,latent_up,layer-89.latent_up_projection_stripe.worker-07,7,6422528,1806336,0.0853,0.07417599856853485,0.01112400143146515
16,1,dense_mlp,layer-00.dense_mlp_stripe.worker-00,0,90832896,25546752,0.1781,0.1590079963207245,0.014291996932029732
16,1,dense_mlp,layer-00.dense_mlp_stripe.worker-01,1,90832896,25546752,0.1541,0.13625599443912506,0.018227993583679186
16,1,dense_mlp,layer-00.dense_mlp_stripe.worker-02,2,90832896,25546752,0.1537,0.1369280070066452,0.0167719929933548
16,1,dense_mlp,layer-00.dense_mlp_stripe.worker-03,3,90832896,25546752,0.1748,0.15136000514030457,0.01371199529170991
16,1,dense_mlp,layer-00.dense_mlp_stripe.worker-04,4,90832896,25546752,0.1647,0.15107199549674988,0.015212003254890444
16,1,dense_mlp,layer-00.dense_mlp_stripe.worker-05,5,90832896,25546752,0.1712,0.15622399747371674,0.013992001008987426
16,1,dense_mlp,layer-00.dense_mlp_stripe.worker-06,6,90832896,25546752,0.1582,0.14211200177669525,0.01630400607585908
16,1,dense_mlp,layer-00.dense_mlp_stripe.worker-07,7,90832896,25546752,0.1673,0.15241600573062897,0.014883994269371037
16,1,dense_mlp,layer-00.dense_mlp_stripe.worker-08,8,90832896,25546752,0.1568,0.13897599279880524,0.014448006939888014
16,1,dense_mlp,layer-00.dense_mlp_stripe.worker-09,9,90832896,25546752,0.1638,0.14473600685596466,0.01906399314403534
16,1,dense_mlp,layer-00.dense_mlp_stripe.worker-10,10,90832896,25546752,0.1636,0.1459839940071106,0.0176160059928894
16,1,dense_mlp,layer-00.dense_mlp_stripe.worker-11,11,90832896,25546752,0.1675,0.1475840061903,0.01884400298595429
16,1,dense_mlp,layer-00.dense_mlp_stripe.worker-12,12,90832896,25546752,0.1652,0.14735999703407288,0.017840002965927138
16,1,dense_mlp,layer-00.dense_mlp_stripe.worker-13,13,90832896,25546752,0.1593,0.14124800264835358,0.01755199735164642
16,1,dense_mlp,layer-00.dense_mlp_stripe.worker-14,14,90832896,25546752,0.1705,0.15212799608707428,0.018372003912925733
16,1,dense_mlp,layer-00.dense_mlp_stripe.worker-15,15,90832896,25546752,0.1578,0.1440960019826889,0.013959999966621395
16,1,latent_down,layer-89.latent_down_projection_stripe.worker-00,0,3211264,903168,0.0525,0.04022400081157684,0.013775999188423156
16,1,latent_down,layer-89.latent_down_projection_stripe.worker-01,1,3211264,903168,0.0379,0.028960000723600388,0.009519999709725377
16,1,latent_down,layer-89.latent_down_projection_stripe.worker-02,2,3211264,903168,0.0382,0.029600000008940697,0.009044000911712646
16,1,latent_down,layer-89.latent_down_projection_stripe.worker-03,3,3211264,903168,0.0387,0.02969600073993206,0.009003999260067938
16,1,latent_down,layer-89.latent_down_projection_stripe.worker-04,4,3211264,903168,0.0507,0.04118400067090988,0.00951599932909012
16,1,latent_down,layer-89.latent_down_projection_stripe.worker-05,5,3211264,903168,0.0388,0.02879999950528145,0.009652001208066939
16,1,latent_down,layer-89.latent_down_projection_stripe.worker-06,6,3211264,903168,0.0387,0.028831999748945236,0.009744001311063767
16,1,latent_down,layer-89.latent_down_projection_stripe.worker-07,7,3211264,903168,0.0505,0.040511999279260635,0.009135999503731729
16,1,latent_down,layer-89.latent_down_projection_stripe.worker-08,8,3211264,903168,0.0391,0.02953599952161312,0.009564000478386882
16,1,latent_down,layer-89.latent_down_projection_stripe.worker-09,9,3211264,903168,0.0508,0.03996799886226654,0.008948000180721283
16,1,latent_down,layer-89.latent_down_projection_stripe.worker-10,10,3211264,903168,0.0537,0.03206399828195572,0.009040000635385514
16,1,latent_down,layer-89.latent_down_projection_stripe.worker-11,11,3211264,903168,0.0403,0.030880000442266464,0.009419999557733538
16,1,latent_down,layer-89.latent_down_projection_stripe.worker-12,12,3211264,903168,0.0386,0.02969600073993206,0.008771999871730801
16,1,latent_down,layer-89.latent_down_projection_stripe.worker-13,13,3211264,903168,0.053,0.044704001396894455,0.008584000796079634
16,1,latent_down,layer-89.latent_down_projection_stripe.worker-14,14,3211264,903168,0.0363,0.02735999971628189,0.008695999866724015
16,1,latent_down,layer-89.latent_down_projection_stripe.worker-15,15,3211264,903168,0.0372,0.028863999992609024,0.008336000007390973
16,1,latent_up,layer-89.latent_up_projection_stripe.worker-00,0,2752512,774144,0.0466,0.03376000002026558,0.012636000102758407
16,1,latent_up,layer-89.latent_up_projection_stripe.worker-01,1,3670016,1032192,0.0527,0.03830400109291077,0.014195998907089231
16,1,latent_up,layer-89.latent_up_projection_stripe.worker-02,2,2752512,774144,0.0556,0.0424639992415905,0.013136000758409497
16,1,latent_up,layer-89.latent_up_projection_stripe.worker-03,3,3670016,1032192,0.0521,0.03868800029158592,0.013652000504732129
16,1,latent_up,layer-89.latent_up_projection_stripe.worker-04,4,2752512,774144,0.0596,0.04652800038456917,0.013071999615430832
16,1,latent_up,layer-89.latent_up_projection_stripe.worker-05,5,3670016,1032192,0.0521,0.03830400109291077,0.013795998907089234
16,1,latent_up,layer-89.latent_up_projection_stripe.worker-06,6,2752512,774144,0.0486,0.037151999771595,0.013847999876737592
16,1,latent_up,layer-89.latent_up_projection_stripe.worker-07,7,3670016,1032192,0.056,0.041600000113248825,0.013071999967098236
16,1,latent_up,layer-89.latent_up_projection_stripe.worker-08,8,2752512,774144,0.0562,0.04374400153756142,0.012896001625061035
16,1,latent_up,layer-89.latent_up_projection_stripe.worker-09,9,3670016,1032192,0.051,0.03638400137424469,0.012543998241424562
16,1,latent_up,layer-89.latent_up_projection_stripe.worker-10,10,2752512,774144,0.059,0.03436800092458725,0.016759998738765713
16,1,latent_up,layer-89.latent_up_projection_stripe.worker-11,11,3670016,1032192,0.0596,0.04700800031423569,0.012591999685764313
16,1,latent_up,layer-89.latent_up_projection_stripe.worker-12,12,2752512,774144,0.0498,0.035840000957250595,0.014059999042749405
16,1,latent_up,layer-89.latent_up_projection_stripe.worker-13,13,3670016,1032192,0.0582,0.045184001326560974,0.013031998193264005
16,1,latent_up,layer-89.latent_up_projection_stripe.worker-14,14,2752512,774144,0.0558,0.041600000113248825,0.01321999925374985
16,1,latent_up,layer-89.latent_up_projection_stripe.worker-15,15,3670016,1032192,0.0589,0.04438399896025658,0.013171998256444932
16,2,dense_mlp,layer-00.dense_mlp_stripe.worker-00,0,90832896,25546752,0.2244,0.21052800118923187,0.018419994068145762
16,2,dense_mlp,layer-00.dense_mlp_stripe.worker-01,1,90832896,25546752,0.2212,0.20665599405765533,0.014544005942344673
16,2,dense_mlp,layer-00.dense_mlp_stripe.worker-02,2,90832896,25546752,0.2198,0.2030079960823059,0.016792003917694087
16,2,dense_mlp,layer-00.dense_mlp_stripe.worker-03,3,90832896,25546752,0.2475,0.22208000719547272,0.02541999280452728
16,2,dense_mlp,layer-00.dense_mlp_stripe.worker-04,4,90832896,25546752,0.2206,0.20585599541664124,0.017279993224143975
16,2,dense_mlp,layer-00.dense_mlp_stripe.worker-05,5,90832896,25546752,0.227,0.20876799523830414,0.01823200476169587
16,2,dense_mlp,layer-00.dense_mlp_stripe.worker-06,6,90832896,25546752,0.2171,0.2022079974412918,0.016940003252029406
16,2,dense_mlp,layer-00.dense_mlp_stripe.worker-07,7,90832896,25546752,0.2129,0.1990399956703186,0.014215992689132678
16,2,dense_mlp,layer-00.dense_mlp_stripe.worker-08,8,90832896,25546752,0.2211,0.20467199385166168,0.015368000340461735
16,2,dense_mlp,layer-00.dense_mlp_stripe.worker-09,9,90832896,25546752,0.2126,0.1987520009279251,0.013848005867004382
16,2,dense_mlp,layer-00.dense_mlp_stripe.worker-10,10,90832896,25546752,0.2122,0.19740800559520721,0.014791994404792785
16,2,dense_mlp,layer-00.dense_mlp_stripe.worker-11,11,90832896,25546752,0.2233,0.20848000049591064,0.014819999504089354
16,2,dense_mlp,layer-00.dense_mlp_stripe.worker-12,12,90832896,25546752,0.2181,0.20380799472332,0.014292005276679981
16,2,dense_mlp,layer-00.dense_mlp_stripe.worker-13,13,90832896,25546752,0.2274,0.21379199624061584,0.014748007178306571
16,2,dense_mlp,layer-00.dense_mlp_stripe.worker-14,14,90832896,25546752,0.22,0.20553599298000336,0.014464007019996644
16,2,dense_mlp,layer-00.dense_mlp_stripe.worker-15,15,90832896,25546752,0.218,0.2024639993906021,0.014404002285003659
16,2,latent_down,layer-89.latent_down_projection_stripe.worker-00,0,3211264,903168,0.0506,0.03721600025892258,0.014483999741077426
16,2,latent_down,layer-89.latent_down_projection_stripe.worker-01,1,3211264,903168,0.052,0.042399998754262924,0.00950400051474571
16,2,latent_down,layer-89.latent_down_projection_stripe.worker-02,2,3211264,903168,0.0505,0.0414079986512661,0.008911998653411864
16,2,latent_down,layer-89.latent_down_projection_stripe.worker-03,3,3211264,903168,0.0395,0.03081599995493889,0.008576000547409056
16,2,latent_down,layer-89.latent_down_projection_stripe.worker-04,4,3211264,903168,0.0493,0.04073600098490715,0.008659998786449435
16,2,latent_down,layer-89.latent_down_projection_stripe.worker-05,5,3211264,903168,0.0488,0.03999999910593033,0.009143999400734903
16,2,latent_down,layer-89.latent_down_projection_stripe.worker-06,6,3211264,903168,0.0504,0.04137599840760231,0.00902400159239769
16,2,latent_down,layer-89.latent_down_projection_stripe.worker-07,7,3211264,903168,0.0479,0.039423998445272446,0.008611999309062958
16,2,latent_down,layer-89.latent_down_projection_stripe.worker-08,8,3211264,903168,0.052,0.04262400045990944,0.008831999123096464
