degree,rows,operator,worker_id,stripe_index,checkpoint_bytes,runtime_weight_bytes,wall_p50_ms,cuda_p50_ms,host_overhead_p50_ms
32,1,shared_expert,layer-89.shared_expert_stripe.worker-18,18,8257536,2322432,0.0771,0.0642239972949028,0.013203997635841375
32,1,shared_expert,layer-89.shared_expert_stripe.worker-19,19,8257536,2322432,0.0771,0.06313599646091461,0.013468002152442926
32,1,shared_expert,layer-89.shared_expert_stripe.worker-20,20,8257536,2322432,0.0784,0.06460800021886826,0.013791999781131742
32,1,shared_expert,layer-89.shared_expert_stripe.worker-21,21,8257536,2322432,0.0821,0.06703999638557434,0.01330800158977509
32,1,shared_expert,layer-89.shared_expert_stripe.worker-22,22,8257536,2322432,0.0812,0.06735999882221222,0.01389999967813492
32,1,shared_expert,layer-89.shared_expert_stripe.worker-23,23,8257536,2322432,0.0785,0.06518399715423584,0.013319997382163995
32,1,shared_expert,layer-89.shared_expert_stripe.worker-24,24,8257536,2322432,0.078,0.06419199705123901,0.013808002948760986
32,1,shared_expert,layer-89.shared_expert_stripe.worker-25,25,8257536,2322432,0.083,0.06784000247716904,0.015159997522830967
32,1,shared_expert,layer-89.shared_expert_stripe.worker-26,26,8257536,2322432,0.0769,0.06272000074386597,0.01403599783182144
32,1,shared_expert,layer-89.shared_expert_stripe.worker-27,27,8257536,2322432,0.0811,0.06592000275850296,0.014096000409126286
32,1,shared_expert,layer-89.shared_expert_stripe.worker-28,28,8257536,2322432,0.0775,0.06387200206518173,0.014008000230789186
32,1,shared_expert,layer-89.shared_expert_stripe.worker-29,29,8257536,2322432,0.0779,0.06428799778223038,0.01361200221776962
32,1,shared_expert,layer-89.shared_expert_stripe.worker-30,30,8257536,2322432,0.079,0.06614399701356888,0.013956002986431126
32,1,shared_expert,layer-89.shared_expert_stripe.worker-31,31,8257536,2322432,0.078,0.06444799900054932,0.014223999369144438
32,2,shared_expert,layer-89.shared_expert_stripe.worker-00,0,8257536,2322432,0.0943,0.07727999985218048,0.017020000147819514
32,2,shared_expert,layer-89.shared_expert_stripe.worker-01,1,8257536,2322432,0.0936,0.08092799782752991,0.012739997148513788
32,2,shared_expert,layer-89.shared_expert_stripe.worker-02,2,8257536,2322432,0.0886,0.07619199901819229,0.014003998994827266
32,2,shared_expert,layer-89.shared_expert_stripe.worker-03,3,8257536,2322432,0.0883,0.07440000027418137,0.013899999725818638
32,2,shared_expert,layer-89.shared_expert_stripe.worker-04,4,8257536,2322432,0.0885,0.07414399832487106,0.013320003569126132
32,2,shared_expert,layer-89.shared_expert_stripe.worker-05,5,8257536,2322432,0.0912,0.07705599814653397,0.014195997083187098
32,2,shared_expert,layer-89.shared_expert_stripe.worker-06,6,8257536,2322432,0.0887,0.07487999647855759,0.015195999097824098
32,2,shared_expert,layer-89.shared_expert_stripe.worker-07,7,8257536,2322432,0.091,0.07619199901819229,0.013944001853466031
32,2,shared_expert,layer-89.shared_expert_stripe.worker-08,8,8257536,2322432,0.0921,0.07583999633789062,0.016260003662109376
32,2,shared_expert,layer-89.shared_expert_stripe.worker-09,9,8257536,2322432,0.0934,0.0767040029168129,0.016616012430191063
32,2,shared_expert,layer-89.shared_expert_stripe.worker-10,10,8257536,2322432,0.0943,0.0796160027384758,0.014683997261524195
32,2,shared_expert,layer-89.shared_expert_stripe.worker-11,11,8257536,2322432,0.0924,0.07744000107049942,0.015475998067855837
32,2,shared_expert,layer-89.shared_expert_stripe.worker-12,12,8257536,2322432,0.0895,0.07379200309515,0.01500799690485001
32,2,shared_expert,layer-89.shared_expert_stripe.worker-13,13,8257536,2322432,0.0907,0.07507199794054031,0.015007997608184817
32,2,shared_expert,layer-89.shared_expert_stripe.worker-14,14,8257536,2322432,0.0917,0.07664000242948532,0.014495999848842617
32,2,shared_expert,layer-89.shared_expert_stripe.worker-15,15,8257536,2322432,0.0941,0.07897599786520004,0.014996001160144809
32,2,shared_expert,layer-89.shared_expert_stripe.worker-16,16,8257536,2322432,0.0888,0.0745600014925003,0.014399999725818638
32,2,shared_expert,layer-89.shared_expert_stripe.worker-17,17,8257536,2322432,0.089,0.07401599735021591,0.014348001825809475
32,2,shared_expert,layer-89.shared_expert_stripe.worker-18,18,8257536,2322432,0.0925,0.07593599706888199,0.014464003634452827
32,2,shared_expert,layer-89.shared_expert_stripe.worker-19,19,8257536,2322432,0.0916,0.07519999891519547,0.016300001084804533
32,2,shared_expert,layer-89.shared_expert_stripe.worker-20,20,8257536,2322432,0.0937,0.07846400141716003,0.015235998582839971
32,2,shared_expert,layer-89.shared_expert_stripe.worker-21,21,8257536,2322432,0.0938,0.07711999863386154,0.015432002687454219
32,2,shared_expert,layer-89.shared_expert_stripe.worker-22,22,8257536,2322432,0.0903,0.07587199658155441,0.014576000738143927
32,2,shared_expert,layer-89.shared_expert_stripe.worker-23,23,8257536,2322432,0.0889,0.07606399804353714,0.012836001956462867
32,2,shared_expert,layer-89.shared_expert_stripe.worker-24,24,8257536,2322432,0.0918,0.07625599950551987,0.013755996286869049
32,2,shared_expert,layer-89.shared_expert_stripe.worker-25,25,8257536,2322432,0.0913,0.07596799731254578,0.01533200268745423
32,2,shared_expert,layer-89.shared_expert_stripe.worker-26,26,8257536,2322432,0.0927,0.07523199915885925,0.016124003493785857
32,2,shared_expert,layer-89.shared_expert_stripe.worker-27,27,8257536,2322432,0.0927,0.07583999633789062,0.016760003662109377
32,2,shared_expert,layer-89.shared_expert_stripe.worker-28,28,8257536,2322432,0.0922,0.07631999999284744,0.01592400143146515
32,2,shared_expert,layer-89.shared_expert_stripe.worker-29,29,8257536,2322432,0.0945,0.07603199779987335,0.01846800220012665
32,2,shared_expert,layer-89.shared_expert_stripe.worker-30,30,8257536,2322432,0.091,0.07891199737787247,0.015384001290798185
32,2,shared_expert,layer-89.shared_expert_stripe.worker-31,31,8257536,2322432,0.0908,0.0769599974155426,0.01560000108480454
32,4,shared_expert,layer-89.shared_expert_stripe.worker-00,0,8257536,2322432,0.1205,0.10396800190210342,0.016531998097896572
32,4,shared_expert,layer-89.shared_expert_stripe.worker-01,1,8257536,2322432,0.1213,0.09670399874448776,0.02431599689722061
32,4,shared_expert,layer-89.shared_expert_stripe.worker-02,2,8257536,2322432,0.1171,0.09347199648618698,0.023628003513813015
