arm,gpu_utilization_percent,memory_controller_utilization_percent,power_w,temperature_c,timestamp,vram_used_mib
expert,0.0,0.0,34.55,46.0,2026/08/13 15:10:58.134,2580.0
expert,0.0,0.0,34.85,46.0,2026/08/13 15:10:58.861,2636.0
expert,0.0,0.0,34.95,46.0,2026/08/13 15:10:59.402,2034.0
expert,5.0,1.0,47.18,47.0,2026/08/13 15:10:59.944,2038.0
expert,5.0,1.0,61.19,47.0,2026/08/13 15:11:00.485,2040.0
expert,5.0,1.0,60.19,47.0,2026/08/13 15:11:01.039,2050.0
expert,2.0,1.0,59.67,47.0,2026/08/13 15:11:01.736,2032.0
expert,0.0,0.0,51.76,46.0,2026/08/13 15:11:02.276,2086.0
expert,0.0,0.0,35.83,46.0,2026/08/13 15:11:03.020,2142.0
expert,0.0,0.0,35.49,46.0,2026/08/13 15:11:03.766,2200.0
expert,0.0,0.0,35.25,46.0,2026/08/13 15:11:04.483,2256.0
expert,0.0,0.0,35.09,46.0,2026/08/13 15:11:05.227,2314.0
expert,0.0,0.0,35.12,46.0,2026/08/13 15:11:05.973,2370.0
expert,0.0,0.0,35.11,46.0,2026/08/13 15:11:06.700,2428.0
expert,0.0,0.0,35.3,46.0,2026/08/13 15:11:07.442,2484.0
expert,0.0,0.0,35.12,46.0,2026/08/13 15:11:08.190,2542.0
expert,0.0,0.0,35.19,46.0,2026/08/13 15:11:08.921,2598.0
expert,0.0,0.0,35.46,46.0,2026/08/13 15:11:09.647,2656.0
expert,0.0,0.0,35.47,46.0,2026/08/13 15:11:10.374,2058.0
expert,9.0,1.0,44.89,47.0,2026/08/13 15:11:10.914,2050.0
expert,8.0,1.0,63.54,47.0,2026/08/13 15:11:11.454,2046.0
expert,9.0,1.0,63.85,48.0,2026/08/13 15:11:11.992,2042.0
expert,2.0,1.0,64.04,47.0,2026/08/13 15:11:12.611,2050.0
expert,0.0,0.0,51.54,46.0,2026/08/13 15:11:13.339,2086.0
expert,1.0,1.0,38.19,46.0,2026/08/13 15:11:13.893,2142.0
expert,1.0,1.0,35.54,46.0,2026/08/13 15:11:14.590,2200.0
expert,1.0,1.0,35.43,46.0,2026/08/13 15:11:15.536,2256.0
expert,1.0,1.0,35.06,46.0,2026/08/13 15:11:16.076,2314.0
expert,1.0,1.0,34.99,46.0,2026/08/13 15:11:16.806,2370.0
expert,1.0,1.0,35.05,46.0,2026/08/13 15:11:17.536,2428.0
expert,0.0,0.0,35.27,46.0,2026/08/13 15:11:18.266,2484.0
expert,0.0,0.0,35.27,46.0,2026/08/13 15:11:18.996,2542.0
expert,0.0,0.0,35.13,46.0,2026/08/13 15:11:19.742,2598.0
expert,0.0,0.0,34.99,46.0,2026/08/13 15:11:20.471,2656.0
expert,0.0,0.0,35.2,46.0,2026/08/13 15:11:21.200,2074.0
expert,1.0,1.0,51.35,47.0,2026/08/13 15:11:21.753,2162.0
expert,2.0,1.0,63.46,47.0,2026/08/13 15:11:22.292,2248.0
expert,1.0,1.0,55.93,47.0,2026/08/13 15:11:22.832,2336.0
expert,2.0,1.0,55.82,47.0,2026/08/13 15:11:23.372,2424.0
expert,2.0,1.0,55.72,47.0,2026/08/13 15:11:23.913,2478.0
expert,3.0,1.0,52.26,47.0,2026/08/13 15:11:24.465,2040.0
expert,3.0,1.0,53.38,47.0,2026/08/13 15:11:25.006,2046.0
expert,3.0,1.0,57.66,47.0,2026/08/13 15:11:25.546,2038.0
expert,2.0,1.0,57.63,47.0,2026/08/13 15:11:26.087,2046.0
expert,3.0,1.0,57.9,47.0,2026/08/13 15:11:26.638,2038.0
expert,3.0,1.0,57.8,48.0,2026/08/13 15:11:27.176,2032.0
expert,3.0,1.0,57.24,48.0,2026/08/13 15:11:27.715,2040.0
expert,3.0,1.0,57.38,48.0,2026/08/13 15:11:28.365,2050.0
expert,0.0,0.0,36.58,47.0,2026/08/13 15:11:29.109,2124.0
expert,0.0,0.0,35.51,47.0,2026/08/13 15:11:29.853,2162.0
expert,0.0,0.0,35.46,47.0,2026/08/13 15:11:30.409,2218.0
expert,0.0,0.0,35.87,47.0,2026/08/13 15:11:30.961,2256.0
expert,0.0,0.0,35.57,47.0,2026/08/13 15:11:31.709,2314.0
expert,0.0,0.0,35.76,47.0,2026/08/13 15:11:32.438,2352.0
expert,0.0,0.0,35.43,47.0,2026/08/13 15:11:33.212,2428.0
expert,0.0,0.0,35.19,47.0,2026/08/13 15:11:33.753,2466.0
expert,1.0,0.0,36.01,47.0,2026/08/13 15:11:34.515,2530.0
expert,1.0,0.0,36.58,47.0,2026/08/13 15:11:35.261,2568.0
expert,1.0,0.0,36.7,47.0,2026/08/13 15:11:35.817,2627.0
expert,1.0,0.0,37.03,47.0,2026/08/13 15:11:36.577,2667.0
expert,9.0,3.0,37.15,47.0,2026/08/13 15:11:37.117,2037.0
expert,2.0,1.0,49.03,48.0,2026/08/13 15:11:37.669,2045.0
expert,5.0,1.0,60.03,48.0,2026/08/13 15:11:38.209,2051.0
expert,5.0,1.0,59.56,48.0,2026/08/13 15:11:38.765,2041.0
expert,5.0,1.0,59.67,48.0,2026/08/13 15:11:39.304,2045.0
expert,4.0,1.0,59.3,48.0,2026/08/13 15:11:39.855,2033.0
expert,4.0,1.0,59.37,48.0,2026/08/13 15:11:40.396,2043.0
expert,5.0,1.0,59.52,48.0,2026/08/13 15:11:41.047,2033.0
expert,1.0,1.0,48.95,47.0,2026/08/13 15:11:41.585,2087.0
expert,1.0,1.0,38.17,47.0,2026/08/13 15:11:42.345,2143.0
expert,1.0,0.0,35.57,47.0,2026/08/13 15:11:43.079,2201.0
expert,1.0,1.0,35.3,47.0,2026/08/13 15:11:43.807,2257.0
expert,1.0,1.0,35.39,47.0,2026/08/13 15:11:44.567,2315.0
expert,1.0,1.0,35.35,47.0,2026/08/13 15:11:45.308,2371.0
expert,1.0,0.0,35.49,47.0,2026/08/13 15:11:46.052,2429.0
expert,1.0,0.0,35.73,47.0,2026/08/13 15:11:46.829,2485.0
expert,1.0,1.0,35.48,47.0,2026/08/13 15:11:47.557,2543.0
expert,1.0,1.0,35.6,47.0,2026/08/13 15:11:48.314,2599.0
expert,1.0,1.0,35.82,47.0,2026/08/13 15:11:49.043,2657.0
expert,1.0,1.0,35.78,47.0,2026/08/13 15:11:49.788,2047.0
expert,7.0,1.0,47.75,48.0,2026/08/13 15:11:50.342,2033.0
expert,7.0,1.0,60.55,49.0,2026/08/13 15:11:50.881,2037.0
expert,8.0,1.0,64.56,48.0,2026/08/13 15:11:51.435,2045.0
expert,7.0,1.0,64.96,48.0,2026/08/13 15:11:51.975,2033.0
expert,5.0,1.0,64.77,48.0,2026/08/13 15:11:52.527,2039.0
expert,2.0,1.0,64.77,48.0,2026/08/13 15:11:53.080,2053.0
expert,2.0,1.0,65.14,48.0,2026/08/13 15:11:53.635,2041.0
expert,0.0,0.0,59.97,48.0,2026/08/13 15:11:54.364,2077.0
expert,0.0,0.0,37.02,48.0,2026/08/13 15:11:55.109,2133.0
expert,0.0,0.0,36.65,47.0,2026/08/13 15:11:55.650,2189.0
expert,0.0,0.0,36.36,48.0,2026/08/13 15:11:56.395,2247.0
expert,0.0,0.0,36.17,48.0,2026/08/13 15:11:57.107,2281.0
expert,0.0,0.0,35.97,48.0,2026/08/13 15:11:57.647,2337.0
expert,0.0,0.0,35.88,48.0,2026/08/13 15:11:58.393,2391.0
expert,0.0,0.0,36.06,48.0,2026/08/13 15:11:59.137,2437.0
expert,0.0,0.0,36.55,48.0,2026/08/13 15:11:59.679,2493.0
expert,0.0,0.0,35.98,48.0,2026/08/13 15:12:00.442,2551.0
expert,0.0,0.0,35.53,48.0,2026/08/13 15:12:00.995,2589.0
expert,1.0,0.0,35.84,48.0,2026/08/13 15:12:01.769,2660.0
expert,1.0,0.0,36.22,48.0,2026/08/13 15:12:02.527,2718.0
other,0.0,0.0,37.77,53.0,2026/08/13 15:16:13.532,1551.0
other,6.0,1.0,39.36,53.0,2026/08/13 15:16:14.310,2046.0
other,0.0,0.0,54.16,54.0,2026/08/13 15:16:14.879,2046.0
other,0.0,0.0,70.69,54.0,2026/08/13 15:16:15.560,2046.0
other,0.0,0.0,70.62,54.0,2026/08/13 15:16:16.321,2040.0
other,2.0,0.0,71.23,54.0,2026/08/13 15:16:16.875,2596.0
other,6.0,1.0,72.98,54.0,2026/08/13 15:16:17.414,2044.0
other,10.0,1.0,76.66,54.0,2026/08/13 15:16:17.967,2884.0
other,6.0,1.0,76.74,54.0,2026/08/13 15:16:18.506,2884.0
other,7.0,1.0,76.51,54.0,2026/08/13 15:16:19.044,2324.0
other,11.0,1.0,77.63,54.0,2026/08/13 15:16:19.597,2247.0
other,12.0,1.0,79.46,55.0,2026/08/13 15:16:20.151,2262.0
other,10.0,1.0,79.67,54.0,2026/08/13 15:16:20.692,2902.0
other,19.0,3.0,68.04,54.0,2026/08/13 15:16:21.233,2918.0
other,15.0,3.0,55.18,54.0,2026/08/13 15:16:21.774,2111.0
other,17.0,3.0,50.48,53.0,2026/08/13 15:16:22.323,2111.0
other,12.0,3.0,46.96,53.0,2026/08/13 15:16:22.863,2089.0
other,6.0,1.0,46.73,54.0,2026/08/13 15:16:23.404,2092.0
other,8.0,1.0,50.22,53.0,2026/08/13 15:16:23.958,2913.0
other,12.0,3.0,46.42,53.0,2026/08/13 15:16:24.512,2073.0
other,15.0,3.0,43.45,53.0,2026/08/13 15:16:25.052,2909.0
other,0.0,1.0,43.0,53.0,2026/08/13 15:16:25.592,2248.0
other,16.0,3.0,46.0,54.0,2026/08/13 15:16:26.130,2235.0
other,17.0,3.0,49.24,54.0,2026/08/13 15:16:26.670,2073.0
other,17.0,3.0,49.51,54.0,2026/08/13 15:16:27.224,2339.0
other,7.0,1.0,48.09,53.0,2026/08/13 15:16:27.779,2944.0
other,8.0,1.0,47.01,53.0,2026/08/13 15:16:28.320,2941.0
other,10.0,3.0,48.21,54.0,2026/08/13 15:16:28.871,2095.0
other,7.0,2.0,49.08,54.0,2026/08/13 15:16:29.423,2095.0
other,10.0,2.0,51.39,54.0,2026/08/13 15:16:29.964,2083.0
other,20.0,3.0,51.39,54.0,2026/08/13 15:16:30.506,2923.0
other,15.0,4.0,49.46,54.0,2026/08/13 15:16:31.045,2923.0
other,18.0,3.0,48.41,54.0,2026/08/13 15:16:31.599,2923.0
other,12.0,3.0,48.52,54.0,2026/08/13 15:16:32.138,2241.0
other,6.0,1.0,50.86,54.0,2026/08/13 15:16:32.678,2241.0
other,8.0,2.0,53.45,54.0,2026/08/13 15:16:33.231,2931.0
other,9.0,2.0,53.28,54.0,2026/08/13 15:16:33.784,2927.0
other,14.0,3.0,51.42,54.0,2026/08/13 15:16:34.337,2927.0
other,20.0,4.0,49.38,54.0,2026/08/13 15:16:34.878,2087.0
other,5.0,2.0,49.33,54.0,2026/08/13 15:16:35.431,2305.0
other,14.0,3.0,51.62,54.0,2026/08/13 15:16:35.987,2087.0
other,15.0,2.0,54.18,54.0,2026/08/13 15:16:36.539,2927.0
other,16.0,3.0,52.28,54.0,2026/08/13 15:16:37.079,2922.0
other,8.0,1.0,49.58,54.0,2026/08/13 15:16:37.616,2082.0
other,10.0,3.0,48.92,54.0,2026/08/13 15:16:38.157,2082.0
other,11.0,2.0,49.79,54.0,2026/08/13 15:16:38.697,2082.0
other,16.0,3.0,50.86,54.0,2026/08/13 15:16:39.236,2082.0
other,9.0,2.0,52.41,54.0,2026/08/13 15:16:39.789,2922.0
other,21.0,4.0,52.59,54.0,2026/08/13 15:16:40.330,2355.0
other,17.0,5.0,50.92,54.0,2026/08/13 15:16:40.883,2925.0
other,17.0,3.0,50.88,54.0,2026/08/13 15:16:41.437,2269.0
other,5.0,1.0,52.1,54.0,2026/08/13 15:16:41.991,2273.0
other,7.0,1.0,54.21,54.0,2026/08/13 15:16:42.545,2091.0
other,8.0,1.0,53.39,54.0,2026/08/13 15:16:43.083,2091.0
other,13.0,3.0,50.96,54.0,2026/08/13 15:16:43.634,2931.0
other,21.0,4.0,50.19,54.0,2026/08/13 15:16:44.173,2931.0
other,6.0,3.0,51.24,54.0,2026/08/13 15:16:44.727,2091.0
other,17.0,3.0,53.5,54.0,2026/08/13 15:16:45.280,2087.0
other,17.0,3.0,53.06,54.0,2026/08/13 15:16:45.864,2085.0
other,3.0,1.0,49.55,54.0,2026/08/13 15:16:46.417,2085.0
other,2.0,1.0,45.53,54.0,2026/08/13 15:16:46.987,2085.0
other,2.0,1.0,44.64,54.0,2026/08/13 15:16:47.591,2083.0
other,3.0,1.0,45.18,54.0,2026/08/13 15:16:48.143,2083.0
other,2.0,1.0,46.14,54.0,2026/08/13 15:16:48.716,2083.0
other,2.0,1.0,45.37,54.0,2026/08/13 15:16:49.269,2093.0
other,6.0,1.0,47.57,54.0,2026/08/13 15:16:49.821,2505.0
other,16.0,3.0,52.41,54.0,2026/08/13 15:16:50.373,2505.0
other,11.0,2.0,51.39,54.0,2026/08/13 15:16:50.914,2225.0
other,5.0,1.0,48.94,54.0,2026/08/13 15:16:51.468,2179.0
other,12.0,2.0,51.74,54.0,2026/08/13 15:16:52.020,2159.0
other,11.0,2.0,54.33,54.0,2026/08/13 15:16:52.572,2091.0
other,9.0,2.0,56.71,54.0,2026/08/13 15:16:53.123,2519.0
other,17.0,3.0,55.73,54.0,2026/08/13 15:16:53.663,2519.0
other,12.0,2.0,51.1,54.0,2026/08/13 15:16:54.203,2519.0
other,14.0,3.0,48.12,54.0,2026/08/13 15:16:54.756,2179.0
other,9.0,2.0,49.04,54.0,2026/08/13 15:16:55.308,2105.0
other,13.0,2.0,51.4,54.0,2026/08/13 15:16:55.848,2105.0
other,8.0,2.0,52.95,55.0,2026/08/13 15:16:56.401,2525.0
other,15.0,3.0,51.92,54.0,2026/08/13 15:16:56.954,2525.0
other,11.0,2.0,50.19,54.0,2026/08/13 15:16:57.508,2518.0
other,11.0,2.0,50.12,54.0,2026/08/13 15:16:58.048,2168.0
other,14.0,3.0,51.17,55.0,2026/08/13 15:16:58.601,2094.0
other,10.0,2.0,52.83,54.0,2026/08/13 15:16:59.154,2094.0
other,7.0,1.0,54.86,54.0,2026/08/13 15:16:59.706,2514.0
other,16.0,3.0,54.98,54.0,2026/08/13 15:17:00.246,2510.0
other,9.0,2.0,51.56,54.0,2026/08/13 15:17:00.784,2510.0
other,15.0,3.0,49.52,55.0,2026/08/13 15:17:01.324,2230.0
other,4.0,2.0,48.92,54.0,2026/08/13 15:17:01.864,2166.0
other,13.0,2.0,49.97,54.0,2026/08/13 15:17:02.403,2092.0
other,9.0,2.0,54.12,55.0,2026/08/13 15:17:02.955,2091.0
other,17.0,3.0,53.44,54.0,2026/08/13 15:17:03.495,2511.0
other,14.0,2.0,50.67,54.0,2026/08/13 15:17:04.036,2097.0
other,15.0,3.0,50.18,54.0,2026/08/13 15:17:04.574,2519.0
other,8.0,2.0,50.34,54.0,2026/08/13 15:17:05.127,2099.0
other,15.0,3.0,51.43,55.0,2026/08/13 15:17:05.680,2207.0
other,10.0,2.0,53.67,55.0,2026/08/13 15:17:06.232,2103.0
other,10.0,1.0,55.22,55.0,2026/08/13 15:17:06.772,2519.0
other,15.0,3.0,53.97,55.0,2026/08/13 15:17:07.311,2238.0
other,11.0,2.0,49.28,55.0,2026/08/13 15:17:07.864,2518.0
other,10.0,2.0,49.77,54.0,2026/08/13 15:17:08.403,2130.0
other,9.0,2.0,52.7,55.0,2026/08/13 15:17:08.958,2163.0
other,5.0,1.0,53.93,55.0,2026/08/13 15:17:09.511,2101.0
other,16.0,3.0,54.85,55.0,2026/08/13 15:17:10.050,2528.0
other,12.0,3.0,51.26,55.0,2026/08/13 15:17:10.588,2486.0
other,9.0,2.0,47.88,55.0,2026/08/13 15:17:11.127,2488.0
other,11.0,3.0,47.27,55.0,2026/08/13 15:17:11.680,2176.0
other,5.0,1.0,46.73,54.0,2026/08/13 15:17:12.234,2158.0
other,14.0,3.0,49.5,55.0,2026/08/13 15:17:12.786,2068.0
other,9.0,2.0,51.84,55.0,2026/08/13 15:17:13.324,2487.0
other,15.0,3.0,50.51,54.0,2026/08/13 15:17:13.874,2067.0
other,13.0,3.0,46.42,54.0,2026/08/13 15:17:14.430,2487.0
other,6.0,1.0,45.25,54.0,2026/08/13 15:17:14.982,2067.0
other,13.0,3.0,47.6,55.0,2026/08/13 15:17:15.536,2157.0
other,8.0,2.0,49.16,55.0,2026/08/13 15:17:16.090,2067.0
other,8.0,2.0,50.29,55.0,2026/08/13 15:17:16.630,2487.0
other,15.0,3.0,48.66,55.0,2026/08/13 15:17:17.169,2481.0
other,10.0,3.0,47.86,55.0,2026/08/13 15:17:17.710,2531.0
other,10.0,2.0,49.53,55.0,2026/08/13 15:17:18.261,2203.0
other,14.0,2.0,50.86,55.0,2026/08/13 15:17:18.815,2133.0
other,2.0,1.0,51.02,55.0,2026/08/13 15:17:19.527,2125.0
other,0.0,1.0,45.56,54.0,2026/08/13 15:17:20.129,2125.0
other,3.0,1.0,41.5,55.0,2026/08/13 15:17:20.718,2074.0
other,0.0,1.0,43.14,55.0,2026/08/13 15:17:21.353,2108.0
other,2.0,1.0,43.77,55.0,2026/08/13 15:17:21.925,2127.0
other,0.0,1.0,43.54,54.0,2026/08/13 15:17:22.525,2118.0
other,3.0,1.0,41.35,55.0,2026/08/13 15:17:23.065,2113.0
other,9.0,2.0,49.4,55.0,2026/08/13 15:17:23.616,2168.0
other,15.0,3.0,59.23,55.0,2026/08/13 15:17:24.168,2440.0
other,13.0,3.0,59.29,55.0,2026/08/13 15:17:24.721,2464.0
other,11.0,2.0,52.51,55.0,2026/08/13 15:17:25.258,2342.0
other,13.0,3.0,50.0,55.0,2026/08/13 15:17:25.811,2152.0
other,12.0,2.0,50.78,55.0,2026/08/13 15:17:26.365,2122.0
other,10.0,2.0,52.89,55.0,2026/08/13 15:17:26.915,2098.0
other,7.0,2.0,57.36,55.0,2026/08/13 15:17:27.466,2111.0
other,13.0,3.0,56.32,55.0,2026/08/13 15:17:28.008,2113.0
other,11.0,2.0,51.97,55.0,2026/08/13 15:17:28.562,2105.0
other,13.0,3.0,50.41,55.0,2026/08/13 15:17:29.115,2302.0
other,10.0,2.0,50.79,55.0,2026/08/13 15:17:29.668,2108.0
other,9.0,2.0,52.9,55.0,2026/08/13 15:17:30.221,2092.0
other,9.0,2.0,54.2,55.0,2026/08/13 15:17:30.790,2092.0
other,7.0,1.0,56.56,55.0,2026/08/13 15:17:31.341,2302.0
other,14.0,3.0,56.74,55.0,2026/08/13 15:17:31.896,2296.0
other,13.0,3.0,52.92,55.0,2026/08/13 15:17:32.437,2296.0
other,8.0,2.0,50.31,55.0,2026/08/13 15:17:32.990,2082.0
other,8.0,2.0,52.09,55.0,2026/08/13 15:17:33.543,2082.0
other,11.0,2.0,53.88,55.0,2026/08/13 15:17:34.097,2082.0
other,4.0,1.0,54.94,55.0,2026/08/13 15:17:34.651,2082.0
other,15.0,3.0,57.14,55.0,2026/08/13 15:17:35.204,2292.0
other,12.0,2.0,54.55,55.0,2026/08/13 15:17:35.754,2292.0
other,13.0,3.0,51.08,55.0,2026/08/13 15:17:36.308,2292.0
other,12.0,3.0,50.89,55.0,2026/08/13 15:17:36.862,2128.0
other,9.0,2.0,51.36,55.0,2026/08/13 15:17:37.415,2128.0
other,7.0,1.0,55.82,56.0,2026/08/13 15:17:37.969,2082.0
other,7.0,1.0,57.57,56.0,2026/08/13 15:17:38.523,2292.0
other,11.0,2.0,56.34,55.0,2026/08/13 15:17:39.076,2292.0
other,13.0,3.0,51.4,55.0,2026/08/13 15:17:39.617,2292.0
other,13.0,3.0,50.67,55.0,2026/08/13 15:17:40.168,2292.0
other,8.0,2.0,51.17,55.0,2026/08/13 15:17:40.722,2082.0
other,12.0,2.0,53.14,55.0,2026/08/13 15:17:41.274,2081.0
other,8.0,2.0,55.2,56.0,2026/08/13 15:17:41.812,2081.0
other,7.0,1.0,57.04,56.0,2026/08/13 15:17:42.361,2291.0
other,14.0,3.0,55.98,55.0,2026/08/13 15:17:42.901,2291.0
other,15.0,3.0,50.39,55.0,2026/08/13 15:17:43.452,2291.0
other,8.0,2.0,50.65,56.0,2026/08/13 15:17:44.004,2081.0
other,9.0,2.0,52.08,55.0,2026/08/13 15:17:44.558,2081.0
other,11.0,2.0,54.19,56.0,2026/08/13 15:17:45.097,2081.0
other,5.0,1.0,55.17,56.0,2026/08/13 15:17:45.650,2081.0
other,15.0,3.0,57.4,56.0,2026/08/13 15:17:46.203,2291.0
other,13.0,2.0,54.28,55.0,2026/08/13 15:17:46.742,2291.0
other,13.0,3.0,50.57,55.0,2026/08/13 15:17:47.281,2291.0
other,14.0,3.0,51.07,56.0,2026/08/13 15:17:47.834,2119.0
other,11.0,2.0,51.98,56.0,2026/08/13 15:17:48.384,2119.0
other,10.0,2.0,54.28,56.0,2026/08/13 15:17:48.937,2081.0
other,8.0,1.0,58.39,56.0,2026/08/13 15:17:49.476,2291.0
other,12.0,2.0,55.23,56.0,2026/08/13 15:17:50.029,2291.0
other,14.0,3.0,52.39,56.0,2026/08/13 15:17:50.583,2291.0
other,12.0,2.0,50.77,55.0,2026/08/13 15:17:51.136,2291.0
other,9.0,2.0,51.47,56.0,2026/08/13 15:17:51.686,2119.0
other,9.0,2.0,53.19,56.0,2026/08/13 15:17:52.241,2119.0
other,12.0,2.0,55.15,56.0,2026/08/13 15:17:52.793,2081.0
other,9.0,2.0,57.77,56.0,2026/08/13 15:17:53.346,2299.0
other,14.0,3.0,57.08,56.0,2026/08/13 15:17:53.885,2299.0
other,13.0,3.0,53.65,56.0,2026/08/13 15:17:54.439,2299.0
other,10.0,2.0,50.74,56.0,2026/08/13 15:17:54.991,2127.0
other,11.0,2.0,53.93,56.0,2026/08/13 15:17:55.530,2089.0
other,8.0,2.0,55.13,56.0,2026/08/13 15:17:56.101,2089.0
other,2.0,1.0,51.99,56.0,2026/08/13 15:17:56.688,2083.0
other,2.0,1.0,47.85,55.0,2026/08/13 15:17:57.287,2083.0
other,2.0,1.0,44.73,55.0,2026/08/13 15:17:57.843,2083.0
other,2.0,1.0,44.49,55.0,2026/08/13 15:17:58.392,2079.0
other,2.0,1.0,43.78,56.0,2026/08/13 15:17:58.994,2079.0
other,2.0,1.0,43.94,55.0,2026/08/13 15:17:59.579,2079.0
other,2.0,1.0,43.93,55.0,2026/08/13 15:18:00.133,2079.0
other,4.0,1.0,48.91,56.0,2026/08/13 15:18:00.683,2081.0
other,6.0,1.0,54.8,56.0,2026/08/13 15:18:01.233,2187.0
other,13.0,2.0,56.98,56.0,2026/08/13 15:18:01.785,2081.0
other,13.0,2.0,54.63,56.0,2026/08/13 15:18:02.326,2187.0
other,13.0,2.0,52.43,56.0,2026/08/13 15:18:02.864,2081.0
other,9.0,2.0,52.33,56.0,2026/08/13 15:18:03.403,2081.0
other,9.0,2.0,53.97,56.0,2026/08/13 15:18:03.953,2081.0
other,10.0,2.0,58.43,57.0,2026/08/13 15:18:04.503,2081.0
other,6.0,1.0,57.38,56.0,2026/08/13 15:18:05.052,2081.0
other,10.0,2.0,58.81,56.0,2026/08/13 15:18:05.601,2187.0
other,12.0,2.0,55.66,56.0,2026/08/13 15:18:06.155,2081.0
other,14.0,2.0,52.44,56.0,2026/08/13 15:18:06.708,2187.0
other,13.0,2.0,52.15,56.0,2026/08/13 15:18:07.248,2109.0
other,9.0,2.0,53.31,56.0,2026/08/13 15:18:07.799,2081.0
other,9.0,2.0,55.44,56.0,2026/08/13 15:18:08.351,2081.0
other,9.0,2.0,56.75,56.0,2026/08/13 15:18:08.890,2081.0
other,4.0,1.0,57.36,56.0,2026/08/13 15:18:09.428,2081.0
other,12.0,2.0,56.16,56.0,2026/08/13 15:18:09.979,2187.0
other,12.0,2.0,54.28,56.0,2026/08/13 15:18:10.531,2111.0
other,13.0,2.0,52.49,56.0,2026/08/13 15:18:11.071,2043.0
other,9.0,2.0,52.26,56.0,2026/08/13 15:18:11.622,2043.0
other,9.0,2.0,54.24,56.0,2026/08/13 15:18:12.172,2043.0
other,9.0,2.0,56.1,56.0,2026/08/13 15:18:12.727,2043.0
other,10.0,1.0,56.94,57.0,2026/08/13 15:18:13.297,2043.0
other,6.0,1.0,56.61,56.0,2026/08/13 15:18:13.835,2043.0
other,6.0,1.0,59.48,57.0,2026/08/13 15:18:14.387,2149.0
other,12.0,2.0,57.03,56.0,2026/08/13 15:18:14.938,2149.0
other,13.0,2.0,52.13,56.0,2026/08/13 15:18:15.480,2149.0
other,8.0,2.0,52.36,56.0,2026/08/13 15:18:16.031,2043.0
other,9.0,2.0,54.63,56.0,2026/08/13 15:18:16.584,2043.0
other,9.0,2.0,56.57,57.0,2026/08/13 15:18:17.135,2043.0
other,4.0,1.0,58.22,56.0,2026/08/13 15:18:17.689,2043.0
other,7.0,1.0,58.51,56.0,2026/08/13 15:18:18.243,2149.0
other,12.0,2.0,57.13,56.0,2026/08/13 15:18:18.795,2149.0
other,14.0,2.0,55.64,56.0,2026/08/13 15:18:19.335,2079.0
other,12.0,2.0,52.66,56.0,2026/08/13 15:18:19.888,2149.0
other,14.0,3.0,52.62,56.0,2026/08/13 15:18:20.441,2069.0
other,8.0,2.0,56.75,56.0,2026/08/13 15:18:20.990,2055.0
other,9.0,2.0,57.43,56.0,2026/08/13 15:18:21.541,2051.0
other,6.0,1.0,57.81,56.0,2026/08/13 15:18:22.081,2051.0
other,6.0,1.0,59.48,57.0,2026/08/13 15:18:22.620,2157.0
other,12.0,2.0,57.03,56.0,2026/08/13 15:18:23.172,2157.0
other,13.0,2.0,53.26,56.0,2026/08/13 15:18:23.712,2157.0
other,13.0,2.0,53.0,56.0,2026/08/13 15:18:24.264,2051.0
other,8.0,2.0,53.76,57.0,2026/08/13 15:18:24.818,2047.0
other,8.0,2.0,55.55,56.0,2026/08/13 15:18:25.370,2047.0
other,9.0,2.0,57.08,56.0,2026/08/13 15:18:25.910,2043.0
other,7.0,1.0,55.76,57.0,2026/08/13 15:18:26.463,2043.0
other,12.0,2.0,57.32,57.0,2026/08/13 15:18:27.000,2149.0
other,13.0,3.0,57.71,57.0,2026/08/13 15:18:27.551,2043.0
other,13.0,2.0,53.52,56.0,2026/08/13 15:18:28.104,2149.0
other,14.0,3.0,53.31,57.0,2026/08/13 15:18:28.652,2047.0
other,9.0,2.0,54.32,57.0,2026/08/13 15:18:29.203,2067.0
other,8.0,2.0,56.74,57.0,2026/08/13 15:18:29.756,2067.0
other,8.0,1.0,57.26,57.0,2026/08/13 15:18:30.309,2043.0
other,4.0,1.0,58.31,57.0,2026/08/13 15:18:30.862,2047.0
other,6.0,1.0,60.5,57.0,2026/08/13 15:18:31.416,2149.0
other,13.0,3.0,54.8,57.0,2026/08/13 15:18:31.970,2149.0
other,12.0,2.0,53.21,56.0,2026/08/13 15:18:32.509,2149.0
other,9.0,2.0,53.72,57.0,2026/08/13 15:18:33.049,2043.0
other,8.0,2.0,56.01,57.0,2026/08/13 15:18:33.589,2043.0
other,8.0,2.0,58.25,57.0,2026/08/13 15:18:34.143,2067.0
other,4.0,1.0,59.96,57.0,2026/08/13 15:18:34.697,2047.0
other,6.0,1.0,60.29,57.0,2026/08/13 15:18:35.249,2043.0
other,15.0,3.0,58.84,57.0,2026/08/13 15:18:35.802,2149.0
other,13.0,2.0,56.47,57.0,2026/08/13 15:18:36.353,2149.0
other,13.0,2.0,53.53,57.0,2026/08/13 15:18:36.893,2149.0
other,13.0,2.0,53.4,57.0,2026/08/13 15:18:37.433,2067.0
other,8.0,2.0,56.59,57.0,2026/08/13 15:18:37.984,2067.0
other,8.0,2.0,57.61,57.0,2026/08/13 15:18:38.584,2043.0
protocol,0.0,0.0,25.7,54.0,2026/08/13 15:37:32.249,1604.0
